date,time,total irradiance,Direct irradiance,Thermometer shelters,Relative humidity of ground shelters,Total measured radiation,temperature,power
2018/7/1,0:00,0,0,23.44,51.9,0,27.1,0
2018/7/1,0:15,0,0,23.19,52.56,0,27.1,0
2018/7/1,0:30,0,0,23,53.03,0,26.9,0
2018/7/1,0:45,0,0,22.77,53.59,0,26.200001,0
2018/7/1,1:00,0,0,22.6,53.93,0,26.6,0
2018/7/1,1:15,0,0,22.43,54.29,0,26.1,0
2018/7/1,1:30,0,0,22.26,54.59,0,26,0
2018/7/1,1:45,0,0,22.13,54.74,0,25.799999,0
2018/7/1,2:00,0,0,22.05,54.61,0,26.1,0
2018/7/1,2:15,0,0,22.02,54.33,0,25.700001,0
2018/7/1,2:30,0,0,21.96,54.2,0,25.299999,0
2018/7/1,2:45,0,0,21.77,54.56,0,25.4,0
2018/7/1,3:00,0,0,21.52,55.14,0,25.799999,0
2018/7/1,3:15,0,0,21.36,55.39,0,25.700001,0
2018/7/1,3:30,0,0,21.33,55.28,0,25.5,0
2018/7/1,3:45,0,0,21.3,55.55,0,25.4,0
2018/7/1,4:00,0,0,21.14,56.53,0,25.5,0
2018/7/1,4:15,0,0,20.88,57.88,0,25.299999,0
2018/7/1,4:30,0,0,20.6,59.25,0,25.200001,0
2018/7/1,4:45,0,0,20.34,60.49,0,24.799999,0
2018/7/1,5:00,0,0,20.1,61.55,0,24.6,0
2018/7/1,5:15,11.93,5.27,20,62.16,19,24.799999,0.101297
2018/7/1,5:30,33.9,20.66,20.15,61.92,53,24.700001,0.53055
2018/7/1,5:45,74.79,54.31,20.7,60.19,89,24.6,1.068613
2018/7/1,6:00,105.15,81,21.4,58.15,123,24.6,1.749741
2018/7/1,6:15,153.52,124.91,22.27,55.57,204,24.9,2.584812
2018/7/1,6:30,187.04,155.96,22.99,53.69,231,25.200001,3.587864
2018/7/1,6:45,238.58,204.33,23.76,51.89,314,25.6,4.796118
2018/7/1,7:00,273.45,237.35,24.45,50.43,323,25.799999,6.144478
2018/7/1,7:15,326.02,287.48,25.13,49.31,346,25.700001,7.682652
2018/7/1,7:30,360.99,321,25.59,48.71,374,26.299999,9.36939
2018/7/1,7:45,412.92,370.96,26.13,47.94,413,27.1,11.49393
2018/7/1,8:00,447,403.84,26.64,47.33,456,27,13.23223
2018/7/1,8:15,497.01,452.21,27.09,46.61,484,27.299999,15.18129
2018/7/1,8:30,529.41,483.6,27.41,46.32,542,27.6,17.24057
2018/7/1,8:45,576.4,529.22,27.72,46.11,576,28,19.1052
2018/7/1,9:00,606.47,558.46,28.04,45.87,385,27.9,21.006559
2018/7/1,9:15,649.45,600.29,28.43,45.3,655,28,22.735201
2018/7/1,9:30,676.54,626.69,28.84,44.55,679,28.700001,24.485741
2018/7/1,9:45,714.58,663.78,29.29,43.3,712,28.6,26.11125
2018/7/1,10:00,738.09,686.73,29.74,41.72,741,28.700001,27.493771
2018/7/1,10:15,770.5,718.37,30.19,39.82,773,29.5,29.00906
2018/7/1,10:30,790.09,737.5,30.59,38.93,746,29.200001,30.099609
2018/7/1,10:45,816.24,763.04,31,38.09,811,29.4,31.00647
2018/7/1,11:00,831.49,777.95,31.41,37.06,826,29.799999,31.6394
2018/7/1,11:15,850.99,797.01,31.87,35.62,837,30.4,32.60297
2018/7/1,11:30,861.63,807.42,32.3,34.06,872,30.6,33.57106
2018/7/1,11:45,874.12,819.65,32.69,32.56,872,31.1,33.5182
2018/7/1,12:00,879.89,825.3,33.06,31.16,869,31.299999,34.55912
2018/7/1,12:15,884.66,829.97,33.41,29.81,882,31.5,35.039299
2018/7/1,12:30,885.27,830.57,33.72,28.89,852,31.6,33.551071
2018/7/1,12:45,882.36,827.73,34.01,27.96,855,32,32.821461
2018/7/1,13:00,877.91,823.39,34.23,27.47,564,31.9,31.16824
2018/7/1,13:15,867.45,813.16,34.43,27.18,758,31.5,29.202419
2018/7/1,13:30,858,803.92,34.63,26.85,779,32,32.072521
2018/7/1,13:45,840.32,786.65,34.83,26.06,806,31.799999,32.839512
2018/7/1,14:00,826.23,772.88,35.02,25.4,787,32.299999,32.192402
2018/7/1,14:15,801.66,748.87,35.14,25.21,723,32.200001,30.06674
2018/7/1,14:30,783.02,730.67,35.27,25.13,720,32.200001,29.51309
2018/7/1,14:45,752.08,700.47,35.37,25.09,702,32.5,27.679399
2018/7/1,15:00,729.6,678.52,35.47,24.99,690,32.599998,25.08967
2018/7/1,15:15,693.1,642.94,35.54,24.91,663,32.900002,24.570181
2018/7/1,15:30,666.98,617.48,35.6,24.84,599,32.900002,22.44129
2018/7/1,15:45,625.05,576.67,35.63,24.86,628,32.700001,22.51606
2018/7/1,16:00,594.29,546.82,35.66,24.94,536,33,17.871889
2018/7/1,16:15,542.85,497.12,35.66,25.11,505,33,17.965019
2018/7/1,16:30,498.66,454.96,35.67,25.15,476,33.200001,16.063971
2018/7/1,16:45,431.53,391.12,35.67,25.07,409,32.700001,13.71305
2018/7/1,17:00,379.01,341.74,35.65,25.09,338,32.299999,9.132363
2018/7/1,17:15,317.16,283.3,35.56,25.25,315,32.400002,6.547955
2018/7/1,17:30,277.08,245.63,35.48,25.45,223,32.200001,4.527349
2018/7/1,17:45,228.52,199.73,35.34,25.8,236,32.299999,5.158023
2018/7/1,18:00,197.91,170.93,35.22,26.14,236,32.299999,4.78492
2018/7/1,18:15,158.94,134.11,35.03,26.57,215,32.200001,3.868316
2018/7/1,18:30,138.06,114.08,34.87,26.95,139,32.200001,2.652649
2018/7/1,18:45,105.76,83.55,34.61,27.47,114,32.200001,1.893593
2018/7/1,19:00,85.11,64.23,34.28,28.13,76,32,0.997009
2018/7/1,19:15,48.18,32.17,33.4,30,54,31.9,0.593825
2018/7/1,19:30,24.82,13.9,32.68,31.21,40,31.6,0.321279
2018/7/1,19:45,0.04,0,31.98,32.14,0,31.4,0
2018/7/1,20:00,0,0,31.43,33.09,0,31.1,0
2018/7/1,20:15,0,0,30.95,34.01,0,30.9,0
2018/7/1,20:30,0,0,30.52,34.9,0,30.6,0
2018/7/1,20:45,0,0,30.16,35.71,0,30.5,0
2018/7/1,21:00,0,0,29.69,36.86,0,30.4,0
2018/7/1,21:15,0,0,29.17,38.61,0,30.200001,0
2018/7/1,21:30,0,0,28.73,40.78,0,30,0
2018/7/1,21:45,0,0,28.38,42.59,0,29.799999,0
2018/7/1,22:00,0,0,28.01,44.05,0,29.700001,0
2018/7/1,22:15,0,0,27.59,45.41,0,29.6,0
2018/7/1,22:30,0,0,27.2,46.73,0,29.299999,0
2018/7/1,22:45,0,0,26.86,47.96,0,29.200001,0
2018/7/1,23:00,0,0,26.57,49.11,0,29.1,0
2018/7/1,23:15,0,0,26.28,50.27,0,28.9,0
2018/7/1,23:30,0,0,25.95,51.53,0,28.799999,0
2018/7/1,23:45,0,0,25.69,52.61,0,28.799999,0
2018/7/2,0:00,0,0,24.2,58.07,0,28.5,0
2018/7/2,0:15,0,0,24,59.42,0,28.4,0
2018/7/2,0:30,0,0,23.85,60.78,0,28.200001,0
2018/7/2,0:45,0,0,23.67,62.31,0,27.5,0
2018/7/2,1:00,0,0,23.54,63.77,0,27.1,0
2018/7/2,1:15,0,0,23.41,65.21,0,26.9,0
2018/7/2,1:30,0,0,23.23,66.8,0,26.6,0
2018/7/2,1:45,0,0,23.1,68.17,0,26.5,0
2018/7/2,2:00,0,0,22.91,69.66,0,26.200001,0
2018/7/2,2:15,0,0,22.77,70.87,0,26.200001,0
2018/7/2,2:30,0,0,22.64,71.92,0,26.1,0
2018/7/2,2:45,0,0,22.51,72.86,0,25.9,0
2018/7/2,3:00,0,0,22.38,73.76,0,25.799999,0
2018/7/2,3:15,0,0,22.22,74.66,0,25.6,0
2018/7/2,3:30,0,0,22.05,75.54,0,25.5,0
2018/7/2,3:45,0,0,21.89,76.36,0,25.4,0
2018/7/2,4:00,0,0,21.71,77.18,0,25.200001,0
2018/7/2,4:15,0,0,21.5,78.11,0,25,0
2018/7/2,4:30,0,0,21.3,79.02,0,24.799999,0
2018/7/2,4:45,0,0,21.1,79.9,0,24.6,0
2018/7/2,5:00,0,0,20.9,80.74,0,24.6,0
2018/7/2,5:15,9.29,3.84,20.83,80.96,20,24.4,0.116512
2018/7/2,5:30,27.69,16.45,21.01,80.09,54,24.299999,0.576513
2018/7/2,5:45,61.56,44.18,21.53,77.83,92,24.200001,1.332166
2018/7/2,6:00,85.27,65.14,22.31,74.83,132,24.299999,2.353667
2018/7/2,6:15,122.63,99.24,23.3,71.47,137,24.5,2.545858
2018/7/2,6:30,147.36,122.35,24.01,69.38,220,24.6,3.853733
2018/7/2,6:45,186.13,158.9,24.66,67.89,223,24.6,4.36968
2018/7/2,7:00,211.37,182.97,25.18,67.24,241,24.700001,5.305298
2018/7/2,7:15,251.6,221.35,25.61,66.37,315,25.200001,6.350889
2018/7/2,7:30,283.69,251.74,26.04,65.24,347,25.4,9.727427
2018/7/2,7:45,339.5,304.47,26.39,64.32,327,26,9.133008
2018/7/2,8:00,390.24,352.01,26.76,63.18,419,26.5,13.20548
2018/7/2,8:15,458.8,416.88,27.18,61.75,494,26.799999,14.65084
2018/7/2,8:30,507.48,463.03,27.6,60.18,497,27.200001,15.36434
2018/7/2,8:45,563.21,516.59,28.11,57.62,483,27.299999,15.27668
2018/7/2,9:00,596.6,548.86,28.61,54.99,564,27.700001,18.849001
2018/7/2,9:15,640.39,591.45,29.11,52.37,621,28.299999,21.52928
2018/7/2,9:30,667.62,617.98,29.54,50.51,478,28,22.04039
2018/7/2,9:45,705.8,655.21,30.01,48.76,438,28.799999,20.82126
2018/7/2,10:00,729.41,678.27,30.49,46.33,718,28.5,25.13994
2018/7/2,10:15,761.89,709.98,30.91,44.13,771,29.1,27.503441
2018/7/2,10:30,781.47,729.08,31.3,43.01,784,29.4,23.13867
2018/7/2,10:45,806.89,753.97,31.73,41.32,815,29.700001,28.67391
2018/7/2,11:00,818.91,765.85,32.12,39.36,821,29.9,28.547581
2018/7/2,11:15,830.44,777.45,32.43,38.4,864,30.299999,31.98551
2018/7/2,11:30,828.65,776.21,32.76,37.37,816,30.700001,31.59557
2018/7/2,11:45,827.01,775.13,33.14,35.31,844,31.299999,33.01289
2018/7/2,12:00,822.2,770.79,33.43,34.23,883,31.1,31.758631
2018/7/2,12:15,813.46,755.79,33.67,33.64,873,31.700001,32.524342
2018/7/2,12:30,821.26,769.58,33.9,33.09,882,31.700001,35.939709
2018/7/2,12:45,813.57,759.25,34.12,32.49,885,32.299999,34.945839
2018/7/2,13:00,785.04,713.1,34.31,31.8,476,31.799999,33.673538
2018/7/2,13:15,787.27,737.16,34.55,30.48,818,32.599998,34.46373
2018/7/2,13:30,757.69,690.39,34.76,29.22,816,32.400002,31.710939
2018/7/2,13:45,712.2,646.5,34.88,28.43,846,32.400002,29.032909
2018/7/2,14:00,691.77,632.44,35.01,27.83,816,32.299999,32.895592
2018/7/2,14:15,643.3,535.31,35.11,27.32,746,32.700001,31.26363
2018/7/2,14:30,597.97,437.42,35.19,26.94,776,32.5,30.09123
2018/7/2,14:45,599.98,543.14,35.32,26.65,751,32.900002,29.006479
2018/7/2,15:00,571.38,508.63,35.41,26.35,750,33.299999,28.44445
2018/7/2,15:15,555.84,491.47,35.52,25.88,679,33.599998,20.74231
2018/7/2,15:30,519.74,458.42,35.56,25.51,664,32.799999,21.5093
2018/7/2,15:45,515.4,474.31,35.67,25.05,646,33.200001,22.858299
2018/7/2,16:00,495.35,455.06,35.72,24.71,575,33,20.443569
2018/7/2,16:15,462.89,423.68,35.72,24.49,575,33.299999,20.00238
2018/7/2,16:30,443.52,404.23,35.73,24.29,460,32.900002,16.59314
2018/7/2,16:45,405.94,367.68,35.69,24.15,351,33.200001,11.7266
2018/7/2,17:00,367.31,325.46,35.62,24.13,322,32.700001,8.514258
2018/7/2,17:15,321.9,285.76,35.54,24.09,343,32.599998,9.285278
2018/7/2,17:30,286.97,253.94,35.46,24.06,319,32.700001,6.801739
2018/7/2,17:45,236.16,203.44,35.29,24.13,315,32.700001,6.031524
2018/7/2,18:00,200.42,162.59,35.13,24.25,135,32.599998,2.378038
2018/7/2,18:15,151.82,110.53,34.88,24.68,129,32.400002,2.195032
2018/7/2,18:30,135.98,106.64,34.7,25.23,113,32.200001,1.941731
2018/7/2,18:45,101.02,76.03,34.39,26.12,84,32,1.169361
2018/7/2,19:00,76.96,56.77,34.02,27.21,90,31.799999,1.303665
2018/7/2,19:15,40.59,26.22,33.16,29.21,86,31.6,1.17768
2018/7/2,19:30,20.32,10.62,32.44,30.72,28,31.6,0.19341
2018/7/2,19:45,0.01,0,31.91,31.57,0,31.200001,0
2018/7/2,20:00,0,0,31.52,32.41,0,31.1,0
2018/7/2,20:15,0,0,31.16,33.19,0,30.9,0
2018/7/2,20:30,0,0,30.85,33.89,0,30.5,0
2018/7/2,20:45,0,0,30.58,34.52,0,30.5,0
2018/7/2,21:00,0,0,30.34,35.1,0,30.6,0
2018/7/2,21:15,0,0,30.1,35.72,0,30.5,0
2018/7/2,21:30,0,0,29.83,36.41,0,30.4,0
2018/7/2,21:45,0,0,29.45,37.41,0,30.200001,0
2018/7/2,22:00,0,0,29.01,38.71,0,30.1,0
2018/7/2,22:15,0,0,28.74,39.93,0,29.799999,0
2018/7/2,22:30,0,0,28.35,41.74,0,29.700001,0
2018/7/2,22:45,0,0,28.18,43.1,0,29.5,0
2018/7/2,23:00,0,0,28.01,44.43,0,29.5,0
