date,time,total irradiance,Direct irradiance,Thermometer shelters,Relative humidity of ground shelters,Total measured radiation,temperature,power
2018/7/1,0:00,0,0,23.44,50.48,0,25.1,0
2018/7/1,0:15,0,0,23.25,50.89,0,25,0
2018/7/1,0:30,0,0,23.11,51.11,0,24.9,0
2018/7/1,0:45,0,0,22.93,51.46,0,25.200001,0
2018/7/1,1:00,0,0,22.8,51.63,0,25.200001,0
2018/7/1,1:15,0,0,22.64,51.85,0,24.799999,0
2018/7/1,1:30,0,0,22.49,52.08,0,25,0
2018/7/1,1:45,0,0,22.34,52.26,0,25.700001,0
2018/7/1,2:00,0,0,22.22,52.33,0,25.4,0
2018/7/1,2:15,0,0,22.12,52.36,0,26,0
2018/7/1,2:30,0,0,21.97,52.56,0,26,0
2018/7/1,2:45,0,0,21.75,52.95,0,25.9,0
2018/7/1,3:00,0,0,21.64,53.07,0,25.700001,0
2018/7/1,3:15,0,0,21.61,53.23,0,25.5,0
2018/7/1,3:30,0,0,21.47,54.12,0,25.4,0
2018/7/1,3:45,0,0,21.23,55.44,0,25.4,0
2018/7/1,4:00,0,0,20.94,56.86,0,25.4,0
2018/7/1,4:15,0,0,20.68,58.09,0,25.5,0
2018/7/1,4:30,0,0,20.46,59.08,0,25.4,0
2018/7/1,4:45,0,0,20.26,59.94,0,25.200001,0
2018/7/1,5:00,0,0,20.08,60.7,0,25.1,0
2018/7/1,5:15,13.02,5.96,20.08,60.92,4.8,24.9,0
2018/7/1,5:30,35.32,21.81,20.29,60.52,16.799999,24.799999,0.202461
2018/7/1,5:45,76.49,55.85,20.84,58.95,31.200001,23.9,0.468858
2018/7/1,6:00,106.96,82.69,21.56,56.98,46.400002,24.200001,0.777877
2018/7/1,6:15,155.43,126.78,22.48,54.39,64.800003,24.200001,1.193456
2018/7/1,6:30,189.01,157.92,23.31,52.18,93.599998,25,1.662313
2018/7/1,6:45,240.58,206.37,24.14,50.21,130.399994,26.1,2.248386
2018/7/1,7:00,275.45,239.41,24.87,48.56,170.399994,26.1,2.898393
2018/7/1,7:15,328.01,289.56,25.57,47.18,212.800003,26.200001,3.665614
2018/7/1,7:30,362.96,323.06,26.05,46.32,260.799988,26.4,4.528738
2018/7/1,7:45,414.86,373.01,26.55,45.63,312,26.5,5.445142
2018/7/1,8:00,448.93,405.9,26.96,45.06,360,26.700001,6.414825
2018/7/1,8:15,498.92,454.26,27.29,44.7,408,27.1,7.384508
2018/7/1,8:30,531.33,485.68,27.54,44.7,453.600006,27.1,8.418126
2018/7/1,8:45,578.35,531.34,27.82,44.58,489.600006,27.4,9.409121
2018/7/1,9:00,608.47,560.63,28.13,44.14,516.799988,28,10.22962
2018/7/1,9:15,651.49,602.52,28.5,43.41,548,28.1,11.1034
2018/7/1,9:30,678.59,628.93,28.9,42.5,582.400024,28.200001,11.87062
2018/7/1,9:45,716.58,665.98,29.32,41.44,619.200012,28.6,12.68047
2018/7/1,10:00,740.04,688.87,29.71,40.16,648,28.700001,13.3731
2018/7/1,10:15,772.31,720.39,30.04,39.17,679.200012,28.9,14.0977
2018/7/1,10:30,791.79,739.41,30.37,38.35,719.200012,29.4,14.71574
