date,time,total irradiance,Direct irradiance,Thermometer shelters,Relative humidity of ground shelters,Total measured radiation,temperature,power
2018/7/1,0:00,0,0,24.15,48.33,0,21.6,0
2018/7/1,0:15,0,0,24.06,48.33,0,21.299999,0
2018/7/1,0:30,0,0,23.97,48.31,0,21.299999,0
2018/7/1,0:45,0,0,23.88,48.27,0,21.200001,0
2018/7/1,1:00,0,0,23.85,48.07,0,21.1,0
2018/7/1,1:15,0,0,23.85,47.78,0,21.200001,0
2018/7/1,1:30,0,0,23.86,47.45,0,21.1,0
2018/7/1,1:45,0,0,23.86,47.21,0,21,0
2018/7/1,2:00,0,0,23.82,47.08,0,21,0
2018/7/1,2:15,0,0,23.73,47.16,0,21,0
2018/7/1,2:30,0,0,23.58,47.44,0,21,0
2018/7/1,2:45,0,0,23.38,47.9,0,20.9,0
2018/7/1,3:00,0,0,23.19,48.32,0,21,0
2018/7/1,3:15,0,0,22.96,48.89,0,20.9,0
2018/7/1,3:30,0,0,22.64,49.75,0,20.799999,0
2018/7/1,3:45,0,0,22.28,50.74,0,20.5,0
2018/7/1,4:00,0,0,21.91,51.84,0,20.5,0
2018/7/1,4:15,0,0,21.6,52.81,0,20.4,0
2018/7/1,4:30,0,0,21.34,53.65,0,20.299999,0
2018/7/1,4:45,0,0,21.14,54.35,0,20.299999,0
2018/7/1,5:00,0,0,20.96,54.98,0,20.6,0
2018/7/1,5:15,11.94,5.32,20.82,55.65,1,20.6,0.026646
2018/7/1,5:30,33.99,20.83,20.83,56.11,13,20.6,0.186523
2018/7/1,5:45,74.98,54.65,21.19,55.81,27,20.9,0.417456
2018/7/1,6:00,105.41,81.42,21.7,54.42,47,21.1,0.675036
2018/7/1,6:15,153.84,125.45,22.47,53.01,78,21.200001,1.012554
2018/7/1,6:30,187.4,156.58,23.4,51.25,109,21.6,1.412246
2018/7/1,6:45,239,205.04,24.23,47.93,141,23.1,1.900759
2018/7/1,7:00,273.92,238.15,24.96,46.1,179,23,2.460328
2018/7/1,7:15,326.6,288.41,25.61,43.9,215,23.799999,3.073189
2018/7/1,7:30,361.67,322.05,26.21,42.45,254,24.700001,3.774871
2018/7/1,7:45,413.78,372.21,26.74,41.23,294,25.1,4.529846
2018/7/1,8:00,447.95,405.2,27.18,40.51,332,25.9,5.28482
2018/7/1,8:15,498.03,453.68,27.58,40.19,371,26.200001,5.995384
2018/7/1,8:30,530.48,485.14,27.96,39.89,414,26.4,6.750358
2018/7/1,8:45,577.52,530.82,28.28,39.66,457,27.1,7.505332
2018/7/1,9:00,607.62,560.11,28.54,39.78,498,27.200001,8.224779
2018/7/1,9:15,650.69,602.05,28.82,39.71,533,27.700001,8.748819
2018/7/1,9:30,677.88,628.56,29.11,39.47,566,28,9.326153
2018/7/1,9:45,716.16,665.91,29.42,38.94,607,28.299999,9.92125
2018/7/1,10:00,739.8,688.99,29.75,38.31,643,28.5,10.37424
2018/7/1,10:15,772.19,720.63,30.12,37.5,678,29.299999,10.80945
2018/7/1,10:30,791.73,739.72,30.48,36.3,678,29.4,11.09368
2018/7/1,10:45,817.75,765.14,30.79,35.57,740,30.700001,11.67101
2018/7/1,11:00,832.91,779.96,31.09,35.06,776,29.799999,11.83089
2018/7/1,11:15,852.36,798.98,31.38,34.51,787,30.700001,12.14176
2018/7/1,11:30,863.03,809.43,31.69,33.8,820,30.5,12.46152
2018/7/1,11:45,875.63,821.75,32,32.93,856,30.700001,12.93227
2018/7/1,12:00,881.56,827.58,32.33,31.6,816,31,12.14176
2018/7/1,12:15,886.64,832.55,32.6,30.37,808,30.799999,12.3194
2018/7/1,12:30,887.42,833.32,32.86,29.65,868,32,12.93227
2018/7/1,12:45,884.74,830.7,33.12,28.71,808,32,11.79536
2018/7/1,13:00,880.54,826.59,33.32,28.24,741,32.200001,11.44008
2018/7/1,13:15,870.27,816.56,33.51,27.99,690,31.700001,10.95157
2018/7/1,13:30,860.82,807.31,33.71,27.69,822,31.6,12.26611
2018/7/1,13:45,842.99,789.88,33.92,27,843,31.799999,12.49704
2018/7/1,14:00,828.82,776.02,34.08,26.45,769,32.599998,11.88418
2018/7/1,14:15,804.28,752.05,34.21,26.24,747,32.700001,11.07592
2018/7/1,14:30,785.79,733.96,34.33,26.06,748,32.799999,10.96933
2018/7/1,14:45,754.96,703.87,34.43,25.93,698,33.099998,10.33871
2018/7/1,15:00,732.45,681.89,34.53,25.81,684,32.799999,9.885722
2018/7/1,15:15,695.78,646.1,34.6,25.78,667,32.599998,9.814666
2018/7/1,15:30,669.54,620.52,34.67,25.77,596,32.400002,8.819876
2018/7/1,15:45,627.9,579.96,34.7,25.77,559,33.200001,7.558625
2018/7/1,16:00,598.73,551.58,34.73,25.67,500,32.400002,7.01682
2018/7/1,16:15,552.96,507.08,34.72,25.6,449,32.5,6.315138
2018/7/1,16:30,521.17,476.24,34.71,25.56,410,32.5,4.929538
2018/7/1,16:45,471.79,428.38,34.67,25.62,290,32.299999,4.24562
2018/7/1,17:00,437.73,395.45,34.65,25.62,175,32.200001,2.709025
2018/7/1,17:15,384.38,344.08,34.58,25.65,151,32.400002,2.389271
2018/7/1,17:30,344.28,305.9,34.51,25.79,153,31.700001,2.113928
2018/7/1,17:45,282.04,247.15,34.37,26.18,125,31.700001,1.785292
2018/7/1,18:00,234.49,203.09,34.25,26.59,130,31.700001,1.900759
2018/7/1,18:15,175.65,148.7,34.07,27.07,82,31.5,1.270133
2018/7/1,18:30,140.35,116.41,33.91,27.59,59,31.299999,0.941497
2018/7/1,18:45,100.64,79.9,33.63,28.37,46,31.299999,0.710564
2018/7/1,19:00,79.14,60.11,33.28,29.39,31,31,0.470749
2018/7/1,19:15,46.11,31.15,32.47,31.57,13,30.799999,0.168759
2018/7/1,19:30,25.19,14.41,31.8,32.99,8,30.6,0.079938
2018/7/1,19:45,0.57,0.02,31.22,33.78,0,30.299999,0
2018/7/1,20:00,0,0,30.76,34.64,0,30.200001,0
2018/7/1,20:15,0,0,30.36,35.38,0,30,0
2018/7/1,20:30,0,0,29.99,36.09,0,29.799999,0
2018/7/1,20:45,0,0,29.62,36.82,0,29.6,0
2018/7/1,21:00,0,0,29.22,37.67,0,29.6,0
2018/7/1,21:15,0,0,28.6,39.5,0,29.4,0
2018/7/1,21:30,0,0,28.06,42.34,0,28.700001,0
2018/7/1,21:45,0,0,27.79,44.57,0,28.1,0
2018/7/1,22:00,0,0,27.54,45.66,0,27.9,0
2018/7/1,22:15,0,0,27.12,46.89,0,27.6,0
2018/7/1,22:30,0,0,26.72,48.1,0,27.4,0
2018/7/1,22:45,0,0,26.41,49.11,0,26.9,0
2018/7/1,23:00,0,0,26.21,49.82,0,26.299999,0
2018/7/1,23:15,0,0,26.13,50.18,0,26,0
2018/7/1,23:30,0,0,26.1,50.36,0,25.799999,0
2018/7/1,23:45,0,0,26,50.89,0,25.700001,0
2018/7/2,0:00,0,0,24.98,54.59,0,25.799999,0
2018/7/2,0:15,0,0,24.82,55.91,0,25.799999,0
2018/7/2,0:30,0,0,24.66,57.33,0,26.1,0
