date,time,total irradiance,Direct irradiance,Thermometer shelters,Relative humidity of ground shelters,Total measured radiation,temperature,power
2018/7/1,0:00,0,0,24,48.56,0,20.93,0
2018/7/1,0:15,0,0,23.86,48.72,0,21.469999,0
2018/7/1,0:30,0,0,23.78,48.68,0,20.73,0
2018/7/1,0:45,0,0,23.68,48.68,0,21.049999,0
2018/7/1,1:00,0,0,23.64,48.5,0,20.860001,0
2018/7/1,1:15,0,0,23.58,48.4,0,20.82,0
2018/7/1,1:30,0,0,23.49,48.4,0,20.889999,0
2018/7/1,1:45,0,0,23.36,48.57,0,21.52,0
2018/7/1,2:00,0,0,23.14,48.99,0,20.51,0
2018/7/1,2:15,0,0,22.95,49.35,0,20.719999,0
2018/7/1,2:30,0,0,22.8,49.59,0,21,0
2018/7/1,2:45,0,0,22.65,49.82,0,20.889999,0
2018/7/1,3:00,0,0,22.45,50.19,0,20.559999,0
2018/7/1,3:15,0,0,22.23,50.71,0,20.52,0
2018/7/1,3:30,0,0,21.97,51.43,0,20.379999,0
2018/7/1,3:45,0,0,21.77,52.09,0,20.16,0
2018/7/1,4:00,0,0,21.56,52.89,0,20.040001,0
2018/7/1,4:15,0,0,21.36,53.66,0,20.27,0
2018/7/1,4:30,0,0,21.18,54.34,0,20.66,0
2018/7/1,4:45,0,0,21.01,54.99,0,21.049999,0
2018/7/1,5:00,0,0,20.83,55.63,0.667,20.99,0
2018/7/1,5:15,12.72,5.79,20.77,55.98,8.16,20.51,0
2018/7/1,5:30,34.98,21.59,20.93,55.89,22.959999,20.370001,0.149971
2018/7/1,5:45,76.15,55.63,21.44,54.77,46.970001,21.049999,0.627814
2018/7/1,6:00,106.62,82.5,22.08,53.45,75.860001,21.17,1.042878
2018/7/1,6:15,155.13,126.62,22.99,51.35,111,22.08,1.523564
2018/7/1,6:30,188.71,157.78,23.95,48.86,154.300003,22.85,2.181738
2018/7/1,6:45,240.3,206.25,24.81,46.53,196.5,23,2.904311
2018/7/1,7:00,275.19,239.33,25.47,44.75,237.399994,24.07,3.687471
2018/7/1,7:15,327.81,289.55,26.08,43.35,281.899994,24.5,4.632568
2018/7/1,7:30,362.83,323.14,26.52,42.48,325.200012,25.950001,5.706465
2018/7/1,7:45,414.84,373.21,26.98,41.7,371,25.790001,6.955244
2018/7/1,8:00,448.96,406.15,27.31,41.36,412.899994,25.440001,8.233887
2018/7/1,8:15,498.98,454.56,27.63,41.39,456.200012,25.719999,9.607813
2018/7/1,8:30,531.41,486,27.88,41.5,506.600006,26.32,10.99248
2018/7/1,8:45,578.43,531.68,28.13,41.56,549.200012,27.18,12.2983
2018/7/1,9:00,608.56,560.99,28.38,41.51,585.400024,27.5,13.3665
2018/7/1,9:15,651.66,602.95,28.68,41.02,615.200012,27.49,14.24973
2018/7/1,9:30,678.84,629.46,29.02,40.18,643.299988,27.76,15.35488
2018/7/1,9:45,717.03,666.72,29.35,39.19,683.900024,28.459999,16.298479
2018/7/1,10:00,740.58,689.71,29.66,38.41,709.799988,28.110001,17.14023
2018/7/1,10:15,772.91,721.28,29.99,37.78,734,28.9,17.92312
2018/7/1,10:30,792.37,740.29,30.32,37.14,760.200012,29.33,18.339491
2018/7/1,10:45,818.29,765.62,30.66,36.38,784.200012,29.040001,19.303711
2018/7/1,11:00,833.4,780.39,30.97,35.67,812,29.65,19.818911
2018/7/1,11:15,852.75,799.3,31.3,34.91,822,30.02,20.197889
2018/7/1,11:30,863.39,809.71,31.59,34.04,847,30.08,20.62715
2018/7/1,11:45,875.89,821.96,31.89,33.13,880,29.540001,21.32453
2018/7/1,12:00,881.77,827.72,32.19,32.18,880,30.83,21.430229
2018/7/1,12:15,886.76,832.6,32.49,30.94,869,31.1,21.24246
2018/7/1,12:30,887.56,833.4,32.74,30,874,30.73,21.608549
2018/7/1,12:45,884.94,830.84,32.97,29.3,808,32.029999,19.668091
