date,time,total irradiance,Direct irradiance,Thermometer shelters,Relative humidity of ground shelters,Total measured radiation,temperature,power
2018/7/1,0:00,0,0,17.9,61.63,0,16.700001,0
2018/7/1,0:15,0,0,17.95,61.27,0,16.200001,0
2018/7/1,0:30,0,0,17.97,60.97,0,15.7,0
2018/7/1,0:45,0,0,17.94,60.9,0,15.5,0
2018/7/1,1:00,0,0,17.9,60.88,0,15.1,0
2018/7/1,1:15,0,0,17.82,61.02,0,14.7,0
2018/7/1,1:30,0,0,17.74,61.19,0,14.2,0
2018/7/1,1:45,0,0,17.67,61.28,0,14.4,0
2018/7/1,2:00,0,0,17.55,61.58,0,15,0
2018/7/1,2:15,0,0,17.43,61.94,0,14.4,0
2018/7/1,2:30,0,0,17.32,62.23,0,13.9,0
2018/7/1,2:45,0,0,17.24,62.35,0,13.8,0
2018/7/1,3:00,0,0,17.19,62.39,0,13.7,0
2018/7/1,3:15,0,0,17.13,62.47,0,13.6,0
2018/7/1,3:30,0,0,17.03,62.72,0,13.4,0
2018/7/1,3:45,0,0,16.91,63.06,0,13.1,0
2018/7/1,4:00,0,0,16.77,63.5,0,12.9,0
2018/7/1,4:15,0,0,16.64,63.93,0,12.5,0
2018/7/1,4:30,0,0,16.53,64.27,0,12.7,0
2018/7/1,4:45,0,0,16.43,64.61,0,12.6,0
2018/7/1,5:00,0,0,16.36,64.82,0,12.4,0
2018/7/1,5:15,17.07,8.98,16.48,64.47,25,12.6,0.079835
2018/7/1,5:30,41.02,27.06,16.72,63.97,49,13,0.297565
2018/7/1,5:45,83.86,63.59,17.22,62.96,74,13,0.5661
2018/7/1,6:00,115.17,91.71,17.77,62.27,90,13.2,0.841892
2018/7/1,6:15,164.68,137.4,18.56,61.15,119,13.6,1.18301
2018/7/1,6:30,198.84,169.45,19.47,60.11,218,14.4,1.545881
2018/7/1,6:45,251.18,219.1,20.42,55.65,239,15.1,2.061157
2018/7/1,7:00,286.51,252.89,20.95,52.38,295,15.8,2.649024
2018/7/1,7:15,339.74,304.06,21.45,51.47,225,16.4,3.440132
2018/7/1,7:30,375.13,338.24,21.91,49.11,211,17.200001,4.369062
2018/7/1,7:45,427.64,389.13,22.32,48.02,393,18.1,5.494092
2018/7/1,8:00,462.04,422.54,22.72,47.19,519,18.9,6.706133
2018/7/1,8:15,512.44,471.59,23.18,45.05,526,20.200001,7.976074
2018/7/1,8:30,545.01,503.34,23.52,44.15,243,20.1,9.159219
2018/7/1,8:45,592.16,549.38,23.95,43.23,667,20.5,10.37846
2018/7/1,9:00,622.27,578.81,24.33,41.83,738,21.5,11.47437
2018/7/1,9:15,665.21,620.82,24.68,41.22,781,22,12.51937
2018/7/1,9:30,692.23,647.28,25.02,40.44,829,22.299999,13.47758
2018/7/1,9:45,730.17,684.47,25.28,39.74,884,22.9,14.49336
2018/7/1,10:00,753.53,707.37,25.53,39.51,917,23.200001,15.20492
2018/7/1,10:15,785.5,738.73,25.81,38.79,956,23.6,15.95215
2018/7/1,10:30,804.75,757.62,26.03,38.24,982,24.200001,16.772421
2018/7/1,10:45,830.37,782.76,26.25,38.06,999,24.6,17.51277
2018/7/1,11:00,845.2,797.32,26.43,37.79,1014,24.9,18.04258
2018/7/1,11:15,864.09,815.85,26.59,37.22,1018,25.6,18.115191
2018/7/1,11:30,874.52,826.1,26.69,36.91,1034,25.6,18.84824
2018/7/1,11:45,886.87,838.09,26.78,36.53,1043,25.9,14.78383
2018/7/1,12:00,892.47,843.74,26.86,36.16,1046,26.6,19.719219
2018/7/1,12:15,897.15,848.34,26.93,36.08,1049,26.5,19.66078
2018/7/1,12:30,897.62,848.8,26.99,36.26,1052,26.5,19.65391
2018/7/1,12:45,894.52,845.75,27.04,36.44,1059,27.700001,19.857149
2018/7/1,13:00,889.99,841.31,27.12,36.37,1027,26.9,16.15539
2018/7/1,13:15,879.48,830.98,27.24,36.11,987,27.6,18.53586
2018/7/1,13:30,870.01,821.69,27.39,35.7,1005,27.200001,18.862419
2018/7/1,13:45,852.27,804.27,27.52,35.11,1003,27.5,18.97156
2018/7/1,14:00,838.2,790.46,27.64,34.47,1017,27.4,19.22551
2018/7/1,14:15,813.71,766.43,27.72,34.11,976,27.299999,11.14051
2018/7/1,14:30,795.17,748.23,27.8,33.84,919,27.299999,17.636089
2018/7/1,14:45,764.2,717.85,27.84,33.68,273,26.9,9.645411
2018/7/1,15:00,741.55,695.63,27.89,33.53,343,26.4,11.76463
2018/7/1,15:15,704.82,659.64,27.91,33.47,325,26.299999,13.78223
2018/7/1,15:30,678.56,633.93,27.93,33.42,357,26.700001,12.02588
2018/7/1,15:45,636.72,592.98,27.93,33.35,591,27.1,7.910762
2018/7/1,16:00,607.36,564.27,27.92,33.24,562,26.6,9.674414
2018/7/1,16:15,561.26,519.26,27.88,33.16,311,26.700001,6.154521
2018/7/1,16:30,529.3,488.07,27.85,33.04,483,26.299999,7.780137
2018/7/1,16:45,479.7,439.76,27.78,33.01,271,26.5,5.668222
2018/7/1,17:00,445.66,406.67,27.72,33.05,232,26.6,4.978789
2018/7/1,17:15,393.53,356.09,27.6,33.3,147,25.799999,3.418379
2018/7/1,17:30,358.29,322,27.48,33.65,115,25.700001,2.561958
2018/7/1,17:45,305.13,270.78,27.29,34.16,105,25.5,1.632974
2018/7/1,18:00,269.69,236.8,27.13,34.7,89,25.299999,1.059609
2018/7/1,18:15,216.96,186.58,26.9,35.51,107,25.1,1.458789
2018/7/1,18:30,182.4,153.97,26.66,36.6,99,24.9,1.502349
2018/7/1,18:45,132.08,107.16,26.23,38.5,70,24.700001,0.921707
2018/7/1,19:00,99.99,77.94,25.64,41.28,57,24.200001,0.711254
2018/7/1,19:15,55.16,38.71,24.74,44.88,43,23.9,0.420946
2018/7/1,19:30,28.64,17.36,24.37,45.61,30,23.6,0.166927
2018/7/1,19:45,1.15,0.11,23.82,46.57,4,23.299999,0
2018/7/1,20:00,0,0,23.44,47.44,0,22.6,0
2018/7/1,20:15,0,0,23.1,48.22,0,20.799999,0
2018/7/1,20:30,0,0,22.62,49.6,0,20.1,0
2018/7/1,20:45,0,0,22.04,51.63,0,19.5,0
2018/7/1,21:00,0,0,21.45,54.6,0,19.6,0
2018/7/1,21:15,0,0,20.97,57.99,0,19.700001,0
2018/7/1,21:30,0,0,20.5,61.74,0,19.5,0
2018/7/1,21:45,0,0,20.1,65.29,0,19.4,0
2018/7/1,22:00,0,0,19.77,68.25,0,19.1,0
2018/7/1,22:15,0,0,19.47,70.69,0,18.299999,0
2018/7/1,22:30,0,0,19.2,72.77,0,18,0
2018/7/1,22:45,0,0,18.92,74.55,0,17.700001,0
2018/7/1,23:00,0,0,18.64,76.16,0,17.5,0
2018/7/1,23:15,0,0,18.43,77.33,0,17.299999,0
2018/7/1,23:30,0,0,18.27,78.21,0,17.200001,0
2018/7/1,23:45,0,0,18.13,78.91,0,17.299999,0
2018/7/2,0:00,0,0,17.85,75.04,0,17.200001,0
2018/7/2,0:15,0,0,17.89,75.3,0,17.299999,0
2018/7/2,0:30,0,0,17.93,75.63,0,17.299999,0
2018/7/2,0:45,0,0,17.96,75.87,0,17,0
2018/7/2,1:00,0,0,17.86,76.91,0,16.799999,0
2018/7/2,1:15,0,0,17.76,77.95,0,16.5,0
2018/7/2,1:30,0,0,17.62,79.13,0,16.4,0
2018/7/2,1:45,0,0,17.52,80.12,0,16.5,0
2018/7/2,2:00,0,0,17.39,81.05,0,16.700001,0
2018/7/2,2:15,0,0,17.28,81.91,0,16.799999,0
2018/7/2,2:30,0,0,17.17,82.81,0,16.9,0
2018/7/2,2:45,0,0,17.07,83.52,0,17,0
2018/7/2,3:00,0,0,16.96,84.13,0,17,0
2018/7/2,3:15,0,0,16.86,84.61,0,16.9,0
2018/7/2,3:30,0,0,16.77,85.11,0,16.700001,0
2018/7/2,3:45,0,0,16.69,85.47,0,16.799999,0
2018/7/2,4:00,0,0,16.61,85.88,0,16.700001,0
2018/7/2,4:15,0,0,16.51,86.36,0,16.700001,0
2018/7/2,4:30,0,0,16.41,86.84,0,16.700001,0
2018/7/2,4:45,0,0,16.3,87.21,0,16.700001,0
2018/7/2,5:00,0,0,16.19,87.56,0,16.700001,0
2018/7/2,5:15,8.52,4.29,16.2,87.9,0,16.700001,0
2018/7/2,5:30,21.58,13.97,16.4,87.39,15,16.799999,0.007258
2018/7/2,5:45,46.45,34.9,16.88,85.77,47,17.1,0.275792
2018/7/2,6:00,67.06,53.06,17.46,84.08,54,17.1,0.406431
2018/7/2,6:15,101.49,84.31,18.29,81.55,115,17.4,1.081389
2018/7/2,6:30,129.88,110.3,19.04,78.85,143,17.799999,1.799907
2018/7/2,6:45,174.53,151.85,19.5,76.62,115,18,1.473318
2018/7/2,7:00,212.73,187.34,19.93,74.28,215,18.6,2.503896
2018/7/2,7:15,271.55,242.59,20.36,71.81,256,19.299999,3.628818
2018/7/2,7:30,322.51,290.31,20.78,69.89,292,20.5,4.826357
2018/7/2,7:45,390.35,354.68,21.25,67.61,363,21.299999,5.5521
2018/7/2,8:00,438.59,400.58,21.71,65.34,450,21.6,6.26334
