date,time,total irradiance,Direct irradiance,Thermometer shelters,Relative humidity of ground shelters,Total measured radiation,temperature,power
2018/7/1,0:00,0,0,23.54,52.33,0,23.9,0
2018/7/1,0:15,0,0,23.35,52.74,0,23.6,0
2018/7/1,0:30,0,0,23.2,53,0,23.4,0
2018/7/1,0:45,0,0,23.01,53.4,0,22.700001,0
2018/7/1,1:00,0,0,22.83,53.82,0,22.200001,0
2018/7/1,1:15,0,0,22.63,54.3,0,22,0
2018/7/1,1:30,0,0,22.44,54.78,0,21.9,0
2018/7/1,1:45,0,0,22.26,55.22,0,21.4,0
2018/7/1,2:00,0,0,22.1,55.59,0,21.700001,0
2018/7/1,2:15,0,0,21.95,55.96,0,21.299999,0
2018/7/1,2:30,0,0,21.71,56.68,0,21.200001,0
2018/7/1,2:45,0,0,21.52,57.22,0,20.799999,0
2018/7/1,3:00,0,0,21.39,57.53,0,20.6,0
2018/7/1,3:15,0,0,21.33,57.56,0,20.5,0
2018/7/1,3:30,0,0,21.33,57.3,0,20.799999,0
2018/7/1,3:45,0,0,21.37,56.96,0,20.4,0
2018/7/1,4:00,0,0,21.38,56.67,0,20.299999,0
2018/7/1,4:15,0,0,21.35,56.57,0,20.299999,0
2018/7/1,4:30,0,0,21.28,56.58,0,20.4,0
2018/7/1,4:45,0,0,21.22,56.54,0,20.4,0
2018/7/1,5:00,0,0,21.15,56.57,0,20.299999,0
2018/7/1,5:15,9.13,3.63,21.11,56.68,7,19.9,0
2018/7/1,5:30,30.22,17.88,21.21,56.58,38,19.799999,0.153
2018/7/1,5:45,70.53,50.68,21.72,55.21,65,19.799999,0.345
2018/7/1,6:00,100.72,77.08,22.29,53.72,94,20,0.57
2018/7/1,6:15,148.99,120.79,23.08,51.85,124,20.299999,0.843
2018/7/1,6:30,182.53,151.81,23.91,49.2,203,20.5,1.173
2018/7/1,6:45,234.16,200.22,24.53,47.37,227,20.6,1.602
2018/7/1,7:00,269.14,233.33,24.98,46.32,265,20.700001,2.079
2018/7/1,7:15,321.91,283.63,25.45,45.3,320,21.200001,2.673
2018/7/1,7:30,357.06,317.31,25.88,44.59,369,21.799999,3.159
2018/7/1,7:45,409.3,367.56,26.25,44.11,426,22.5,3.735
2018/7/1,8:00,443.56,400.63,26.57,43.71,470,23.5,4.311
2018/7/1,8:15,493.85,449.26,26.96,43.19,535,24.299999,4.953
2018/7/1,8:30,526.45,480.87,27.34,42.79,598,24.200001,5.577
2018/7/1,8:45,573.76,526.79,27.77,42.36,665,25.299999,6.246
2018/7/1,9:00,604.07,556.26,28.2,41.65,724,25.4,6.864
2018/7/1,9:15,647.35,598.4,28.63,40.57,787,25.9,7.53
2018/7/1,9:30,674.6,624.96,29.01,40.34,817,26.1,7.935
2018/7/1,9:45,712.87,662.28,29.4,40.21,881,26.1,8.511
2018/7/1,10:00,736.52,685.36,29.78,40.09,932,26.9,9.114
2018/7/1,10:15,769.05,717.12,30.18,39.87,905,26.700001,8.841
2018/7/1,10:30,788.71,736.33,30.58,39.27,986,27.1,9.813
2018/7/1,10:45,814.99,761.98,31.02,37.82,984,27.700001,9.582
2018/7/1,11:00,830.24,776.91,31.41,36.87,990,27.6,9.723
2018/7/1,11:15,849.87,796.09,31.81,35.9,1012,28.1,10.119
2018/7/1,11:30,860.72,806.7,32.2,34.97,1028,27.9,10.344
2018/7/1,11:45,873.51,819.24,32.58,34.01,1068,28.4,10.911
2018/7/1,12:00,879.67,825.26,32.93,32.99,1072,29.700001,10.872
2018/7/1,12:15,885.24,830.72,33.33,30.78,1080,29.1,10.848
2018/7/1,12:30,886.43,831.89,33.63,29.01,1075,28.799999,11.007
2018/7/1,12:45,884.34,829.86,33.88,27.89,1078,29.700001,11.088
2018/7/1,13:00,880.43,826.06,34.08,27.05,1063,29.4,10.599
2018/7/1,13:15,870.88,816.72,34.26,26.29,1081,29.799999,10.812
2018/7/1,13:30,862.06,808.1,34.43,25.65,996,30.5,9.375
2018/7/1,13:45,845.2,791.63,34.56,25.2,948,30.299999,7.803
2018/7/1,14:00,831.62,778.36,34.7,24.87,995,30,9.051001
2018/7/1,14:15,807.73,755.01,34.81,24.69,972,30.700001,8.859
2018/7/1,14:30,789.47,737.18,34.92,24.63,461,31.1,5.646
2018/7/1,14:45,758.78,707.22,35,24.71,780,30.799999,7.476
2018/7/1,15:00,736.16,685.14,35.08,24.88,736,30.9,6.759
2018/7/1,15:15,699.14,649.03,35.13,25.18,555,31.1,5.496
2018/7/1,15:30,672.59,623.15,35.19,25.52,510,31.299999,4.587
2018/7/1,15:45,630.28,581.93,35.21,25.82,713,31.6,6.189
2018/7/1,16:00,600.62,553.05,35.24,26.07,551,31.700001,4.755
2018/7/1,16:15,553.91,507.65,35.24,26.32,396,31.299999,3.627
2018/7/1,16:30,521.51,476.19,35.26,26.52,459,31.5,3.837
2018/7/1,16:45,471.19,427.44,35.27,26.7,380,31.200001,3.306
2018/7/1,17:00,435.5,393.04,35.29,26.72,379,31.200001,3.156
2018/7/1,17:15,378.53,338.47,35.26,26.82,305,31,2.346
2018/7/1,17:30,333.92,296.35,35.25,26.73,256,30.9,1.962
2018/7/1,17:45,272.37,238.4,35.16,26.65,236,30.799999,1.689
2018/7/1,18:00,232.93,201.51,35.09,26.67,227,30.700001,1.458
2018/7/1,18:15,185.38,156.76,34.94,26.9,137,30.4,0.885
2018/7/1,18:30,155.97,129.22,34.8,27.15,116,30.299999,0.756
2018/7/1,18:45,110.96,87.98,34.56,27.65,100,30.299999,0.594
2018/7/1,19:00,80.21,60.81,34.21,28.52,86,30.1,0.462
2018/7/1,19:15,40.92,27.55,33.41,30.49,58,29.9,0.273
2018/7/1,19:30,19.65,11.18,32.84,31.58,20,29.700001,0
2018/7/1,19:45,0.4,0.01,32.22,32.51,0,29.4,0
2018/7/1,20:00,0,0,31.69,33.53,0,29.299999,0
2018/7/1,20:15,0,0,31.26,34.39,0,28.700001,0
2018/7/1,20:30,0,0,30.88,35.13,0,27.799999,0
2018/7/1,20:45,0,0,30.33,36.25,0,27.5,0
2018/7/1,21:00,0,0,29.79,37.32,0,27.200001,0
2018/7/1,21:15,0,0,29.13,38.63,0,26.799999,0
2018/7/1,21:30,0,0,28.62,39.61,0,26.5,0
2018/7/1,21:45,0,0,28.21,40.39,0,26.1,0
2018/7/1,22:00,0,0,27.82,41.16,0,25.799999,0
2018/7/1,22:15,0,0,27.46,42.02,0,25.6,0
2018/7/1,22:30,0,0,27.14,43.05,0,25.1,0
