date,time,total irradiance,Direct irradiance,Thermometer shelters,Relative humidity of ground shelters,Total measured radiation,temperature,power
2018/7/1,0:00,0,0,20.92,61.55,0,19.1,0
2018/7/1,0:15,0,0,20.8,61.66,0,19.700001,0
2018/7/1,0:30,0,0,20.73,61.56,0,19.1,0
2018/7/1,0:45,0,0,20.67,61.39,0,18.700001,0
2018/7/1,1:00,0,0,20.6,61.27,0,18.4,0
2018/7/1,1:15,0,0,20.54,61.18,0,17.799999,0
2018/7/1,1:30,0,0,20.52,60.91,0,18.4,0
2018/7/1,1:45,0,0,20.47,60.76,0,18,0
2018/7/1,2:00,0,0,20.44,60.55,0,18.6,0
2018/7/1,2:15,0,0,20.43,60.31,0,17.5,0
2018/7/1,2:30,0,0,20.45,59.97,0,17.799999,0
2018/7/1,2:45,0,0,20.44,59.71,0,18.1,0
2018/7/1,3:00,0,0,20.4,59.6,0,17.6,0
2018/7/1,3:15,0,0,20.32,59.65,0,17.9,0
2018/7/1,3:30,0,0,20.19,59.87,0,16.9,0
2018/7/1,3:45,0,0,20.05,60.11,0,17,0
2018/7/1,4:00,0,0,19.92,60.28,0,16.799999,0
2018/7/1,4:15,0,0,19.81,60.29,0,17,0
2018/7/1,4:30,0,0,19.75,60.09,0,17.299999,0
2018/7/1,4:45,0,0,19.73,59.74,0,17.299999,0
2018/7/1,5:00,0,0,19.68,59.42,0,16.200001,0
2018/7/1,5:15,0.87,0.05,19.62,59.13,1,16.200001,0
2018/7/1,5:30,18.43,9.72,19.69,58.72,10,16.1,0.144
2018/7/1,5:45,58.41,41.04,20.03,57.73,27,16.9,0.416
2018/7/1,6:00,89.39,67.86,20.4,56.83,47,17.299999,0.768
2018/7/1,6:15,139.44,113.07,20.97,55.6,76,17.299999,1.152
2018/7/1,6:30,174.38,145.39,21.58,54.67,107,17.9,1.664
2018/7/1,6:45,228.23,195.97,22.45,53.18,150,17.799999,2.272
2018/7/1,7:00,264.7,230.56,23.4,51.15,192,19.200001,3.008
2018/7/1,7:15,319.68,283.08,24.36,46.14,235,18.700001,3.696
2018/7/1,7:30,356.25,318.2,25,44.06,280,19.200001,4.432
2018/7/1,7:45,410.69,370.69,25.6,41.5,325,21.1,5.184
2018/7/1,8:00,446.45,405.27,26.05,40.27,385,21.6,5.952001
2018/7/1,8:15,498.92,456.13,26.49,38.72,439,22.299999,6.704
2018/7/1,8:30,532.93,489.17,26.81,37.98,490,23.5,7.440001
2018/7/1,8:45,582.19,537.09,27.07,37.46,533,24.4,8.112
2018/7/1,9:00,613.79,567.87,27.22,37.45,574,24.9,8.672001
2018/7/1,9:15,659.07,612.02,27.34,37.61,618,25,9.312
2018/7/1,9:30,687.65,639.94,27.47,37.76,652,26.200001,9.824
2018/7/1,9:45,727.86,679.22,27.62,37.76,683,27.200001,10.272
2018/7/1,10:00,752.75,703.55,27.77,37.55,707,28.4,10.656
2018/7/1,10:15,786.97,737.02,27.95,37.17,731,27.799999,10.88
2018/7/1,10:30,807.67,757.28,28.14,36.56,759,29.1,11.136
2018/7/1,10:45,835.38,784.38,28.36,36.04,734,29.1,10.704
2018/7/1,11:00,851.47,800.13,28.54,35.62,793,28.799999,11.52
2018/7/1,11:15,871.98,820.22,28.77,34.75,790,29.200001,12.24
2018/7/1,11:30,883.19,831.2,28.96,34.15,840,29.5,12.896
2018/7/1,11:45,896.28,844.03,29.15,33.69,814,29.5,12.608
2018/7/1,12:00,902.49,850.12,29.35,33.23,821,29.5,12.48
2018/7/1,12:15,907.94,855.46,29.56,32.72,774,29.299999,12.256
2018/7/1,12:30,908.98,856.47,29.79,31.84,788,30.200001,12.448
2018/7/1,12:45,906.73,854.26,29.97,31.24,777,29.9,12.384
2018/7/1,13:00,902.61,850.24,30.12,30.84,754,30.1,11.504
2018/7/1,13:15,892.5,840.34,30.27,30.58,751,30.200001,11.648
2018/7/1,13:30,883.15,831.18,30.41,30.33,665,30.5,8.864
2018/7/1,13:45,865.27,813.74,30.55,29.93,679,30.4,11.072
2018/7/1,14:00,851.04,799.74,30.69,29.61,662,30.200001,10.64
2018/7/1,14:15,826.1,775.32,30.8,29.25,623,30.6,10.112
2018/7/1,14:30,807.18,756.81,30.89,29.15,420,30.200001,4.768
2018/7/1,14:45,775.52,725.83,30.93,29.18,562,30.6,8.960001
2018/7/1,15:00,752.25,703.08,30.99,29.2,490,30.799999,8.016001
2018/7/1,15:15,714.22,665.9,31.03,29.1,495,30.6,8.56
2018/7/1,15:30,686.96,639.28,31.11,28.81,401,30.700001,6.960001
2018/7/1,15:45,643.68,597.04,31.2,28.33,384,30.700001,7.04
2018/7/1,16:00,613.42,567.54,31.28,27.75,353,30.4,6.656
2018/7/1,16:15,566.02,521.45,31.28,27.37,298,30.6,5.456
2018/7/1,16:30,533.3,489.55,31.24,27.2,192,30,3.744
2018/7/1,16:45,482.35,440.08,31.14,27.27,169,30.1,2.944
2018/7/1,17:00,447.35,406.16,31.07,27.41,123,29.200001,2.24
2018/7/1,17:15,393.69,354.27,30.96,27.66,147,29.299999,2.512
2018/7/1,17:30,357.39,319.3,30.85,27.99,122,29.1,2.064
2018/7/1,17:45,302.66,266.76,30.66,28.54,108,28.9,1.808
2018/7/1,18:00,266.16,231.92,30.48,29.23,73,28.799999,1.152
2018/7/1,18:15,211.82,180.44,30.2,30.23,69,28.6,1.136
2018/7/1,18:30,172.65,142.33,29.9,31.39,58,28.5,0.96
2018/7/1,18:45,119.92,94.69,29.48,32.81,37,28.200001,0.608
2018/7/1,19:00,91.61,69.71,29.02,34.47,28,27.9,0.432
2018/7/1,19:15,46.35,30.91,28.33,36.56,19,27.5,0.224
2018/7/1,19:30,20.64,11.16,27.63,38.5,5,27.299999,0.032
2018/7/1,19:45,0,0,27.05,39.64,0,26.9,0
2018/7/1,20:00,0,0,26.67,40.62,0,26.299999,0
2018/7/1,20:15,0,0,26.42,41.32,0,25.799999,0
2018/7/1,20:30,0,0,26.2,41.99,0,26.200001,0
2018/7/1,20:45,0,0,25.98,42.72,0,26.1,0
2018/7/1,21:00,0,0,25.8,43.41,0,25.5,0
2018/7/1,21:15,0,0,25.64,44.11,0,25.5,0
2018/7/1,21:30,0,0,25.42,45.05,0,25.799999,0
2018/7/1,21:45,0,0,25.24,45.86,0,25.6,0
2018/7/1,22:00,0,0,25.06,46.48,0,25.6,0
2018/7/1,22:15,0,0,24.85,46.99,0,24.5,0
2018/7/1,22:30,0,0,24.74,46.94,0,24.6,0
2018/7/1,22:45,0,0,24.57,46.92,0,25.1,0
2018/7/1,23:00,0,0,24.36,47.03,0,24.799999,0
2018/7/1,23:15,0,0,24.03,47.97,0,24.1,0
2018/7/1,23:30,0,0,23.69,49.59,0,24.200001,0
2018/7/1,23:45,0,0,23.34,51.65,0,23.799999,0
2018/7/2,0:00,0,0,23.18,52.95,0,23.799999,0
2018/7/2,0:15,0,0,23,53.64,0,23.5,0
2018/7/2,0:30,0,0,22.82,54.3,0,23.200001,0
2018/7/2,0:45,0,0,22.68,54.91,0,23.299999,0
2018/7/2,1:00,0,0,22.51,55.61,0,23.200001,0
2018/7/2,1:15,0,0,22.41,56.07,0,23.4,0
2018/7/2,1:30,0,0,22.34,56.4,0,23,0
2018/7/2,1:45,0,0,22.31,56.59,0,22.4,0
2018/7/2,2:00,0,0,22.25,56.9,0,22.299999,0
2018/7/2,2:15,0,0,22.16,57.28,0,21.799999,0
2018/7/2,2:30,0,0,22.01,57.89,0,21.6,0
2018/7/2,2:45,0,0,21.8,58.7,0,21.9,0
2018/7/2,3:00,0,0,21.62,59.4,0,21.299999,0
2018/7/2,3:15,0,0,21.43,60.13,0,20.9,0
2018/7/2,3:30,0,0,21.27,60.72,0,21.200001,0
2018/7/2,3:45,0,0,21.14,61.21,0,21.200001,0
2018/7/2,4:00,0,0,21.07,61.49,0,21.700001,0
2018/7/2,4:15,0,0,20.9,62.12,0,21.6,0
2018/7/2,4:30,0,0,20.79,62.53,0,20.6,0
2018/7/2,4:45,0,0,20.68,62.92,0,21,0
2018/7/2,5:00,0,0,20.58,63.27,0,20.4,0
2018/7/2,5:15,0.32,0,20.43,63.89,0,20.9,0
2018/7/2,5:30,10.39,2.73,20.44,64.2,4,20.200001,0.048
2018/7/2,5:45,38.19,23.02,20.71,63.85,12,20.4,0.176
2018/7/2,6:00,54.26,23.42,20.98,63.61,23,20.9,0.416
2018/7/2,6:15,97.02,58.97,21.51,62.58,35,21.299999,0.624
