date,time,total irradiance,Direct irradiance,Thermometer shelters,Relative humidity of ground shelters,Total measured radiation,temperature,power
2018/7/1,0:00,0,0,24.5,49.41,0,24.700001,0
2018/7/1,0:15,0,0,24.33,49.55,0,24.9,0
2018/7/1,0:30,0,0,24.19,49.61,0,24.9,0
2018/7/1,0:45,0,0,24.05,49.62,0,24.6,0
2018/7/1,1:00,0,0,23.92,49.56,0,24.5,0
2018/7/1,1:15,0,0,23.78,49.47,0,24.4,0
2018/7/1,1:30,0,0,23.67,49.25,0,24.299999,0
2018/7/1,1:45,0,0,23.57,48.98,0,24.1,0
2018/7/1,2:00,0,0,23.51,48.57,0,24.299999,0
2018/7/1,2:15,0,0,23.48,48.08,0,24.200001,0
2018/7/1,2:30,0,0,23.45,47.58,0,23.9,0
2018/7/1,2:45,0,0,23.39,47.23,0,24,0
2018/7/1,3:00,0,0,23.3,46.99,0,23.799999,0
2018/7/1,3:15,0,0,23.21,46.76,0,23.799999,0
2018/7/1,3:30,0,0,23.12,46.56,0,23.799999,0
2018/7/1,3:45,0,0,23.03,46.37,0,23.799999,0
2018/7/1,4:00,0,0,22.95,46.18,0,23.9,0
2018/7/1,4:15,0,0,22.89,45.98,0,24,0
2018/7/1,4:30,0,0,22.82,45.79,0,23.6,0
2018/7/1,4:45,0,0,22.76,45.63,0,24.700001,0
2018/7/1,5:00,0,0,22.64,45.65,0,24.6,0
2018/7/1,5:15,4.12,1.08,22.49,45.83,1,24.200001,0
2018/7/1,5:30,23.65,13.07,22.44,46.02,11,24.1,0.15416
2018/7/1,5:45,63.76,44.88,22.67,45.81,24,24,0.3644
2018/7/1,6:00,94.34,71.35,23.13,45.22,40,24.299999,0.65152
2018/7/1,6:15,143.5,115.62,23.94,43.89,56,24,0.98824
2018/7/1,6:30,177.68,147.13,24.91,42.37,73,24.6,1.40728
2018/7/1,6:45,230.24,196.29,26.09,40.12,93,25.4,1.90576
2018/7/1,7:00,265.8,229.87,26.87,38.33,129,25.700001,2.52112
2018/7/1,7:15,319.41,280.89,27.41,38.04,163,26.1,3.16112
2018/7/1,7:30,355.19,315.12,27.86,37.76,200,26.200001,3.82536
2018/7/1,7:45,408.59,366.42,28.22,37.31,241,26.5,4.59424
2018/7/1,8:00,443.7,400.27,28.58,36.83,287,26.6,5.39224
2018/7/1,8:15,495.11,449.94,29,36.28,337,26.799999,6.15728
2018/7/1,8:30,528.4,482.17,29.41,35.73,384,27.200001,6.91512
2018/7/1,8:45,576.7,529.01,29.86,35.05,427,27.4,7.53888
2018/7/1,9:00,607.67,559.09,30.28,34.32,461,27.700001,8.14584
2018/7/1,9:15,651.91,602.12,30.71,33.72,503,28.200001,8.79776
2018/7/1,9:30,679.78,629.24,31.13,33.12,536,28.4,9.367599
2018/7/1,9:45,718.99,667.44,31.51,32.34,574,28.700001,9.8988
2018/7/1,10:00,743.27,691.13,31.79,31.75,612,29,10.38384
2018/7/1,10:15,776.68,723.71,32.12,31.13,641,29.200001,10.782
2018/7/1,10:30,796.85,743.4,32.44,30.49,691,29.200001,11.35712
2018/7/1,10:45,823.94,769.83,32.72,29.75,701,29.5,11.63144
2018/7/1,11:00,839.76,785.29,32.98,29.14,736,29.799999,12.11088
2018/7/1,11:15,860.01,805.07,33.25,28.18,772,30.299999,12.41608
2018/7/1,11:30,871.1,815.91,33.5,27.3,793,30.299999,12.49992
2018/7/1,11:45,883.92,828.44,33.76,26.72,804,30.799999,12.63928
2018/7/1,12:00,889.8,834.2,34.01,26.18,822,31.4,12.58184
2018/7/1,12:15,894.57,838.86,34.27,25.42,811,31.700001,11.97072
2018/7/1,12:30,895.19,839.47,34.5,24.92,787,31.700001,11.76808
2018/7/1,12:45,892.31,836.66,34.73,24.55,764,31.799999,11.65976
2018/7/1,13:00,887.78,832.23,34.97,24.04,786,31.799999,12.07648
2018/7/1,13:15,877.1,821.81,35.21,23.61,815,32.200001,12.16464
2018/7/1,13:30,867.5,812.42,35.43,23.28,815,32.299999,11.44888
2018/7/1,13:45,849.44,794.78,35.62,22.88,722,32.700001,9.30112
2018/7/1,14:00,835.05,780.72,35.77,22.65,696,32.799999,11.12728
2018/7/1,14:15,810.16,756.44,35.86,22.55,656,32.799999,10.90144
2018/7/1,14:30,791.42,738.14,35.94,22.45,672,32.900002,10.14976
2018/7/1,14:45,760.1,707.59,36.01,22.31,577,32.900002,8.50672
2018/7/1,15:00,737.21,685.27,36.08,22.1,561,33.200001,8.75968
2018/7/1,15:15,699.95,648.97,36.13,21.89,515,33.400002,7.7024
2018/7/1,15:30,673.25,622.98,36.16,21.72,474,33.299999,7.24552
2018/7/1,15:45,630.64,581.52,36.13,21.7,446,33.900002,6.19152
2018/7/1,16:00,600.65,552.37,36.08,21.81,418,33.700001,6.43744
2018/7/1,16:15,553.51,506.62,35.99,22.08,303,33.5,4.59368
2018/7/1,16:30,520.78,474.88,35.92,22.45,345,33.5,5.21264
2018/7/1,16:45,470.16,425.89,35.82,22.9,344,33.400002,4.62912
2018/7/1,17:00,435.62,392.54,35.72,23.3,200,33.400002,3.04544
2018/7/1,17:15,382.87,341.76,35.58,23.69,246,33.299999,3.70184
2018/7/1,17:30,347.28,307.61,35.46,23.97,168,33.299999,2.46912
