date,time,total irradiance,Direct irradiance,Thermometer shelters,Relative humidity of ground shelters,Total measured radiation,temperature,power
2018/7/1,0:00,0,0,26.91,42.04,0,24.799999,0
2018/7/1,0:15,0,0,26.69,42.65,0,25.200001,0
2018/7/1,0:30,0,0,26.52,43.15,0,24.700001,0
2018/7/1,0:45,0,0,26.36,43.66,0,24.6,0
2018/7/1,1:00,0,0,26.17,44.27,0,24.700001,0
2018/7/1,1:15,0,0,25.96,45,0,24.5,0
2018/7/1,1:30,0,0,25.74,45.76,0,24.4,0
2018/7/1,1:45,0,0,25.54,46.5,0,24.200001,0
2018/7/1,2:00,0,0,25.37,47.18,0,24,0
2018/7/1,2:15,0,0,25.21,47.86,0,23.700001,0
2018/7/1,2:30,0,0,25.08,48.52,0,23.700001,0
2018/7/1,2:45,0,0,24.93,49.24,0,23.6,0
2018/7/1,3:00,0,0,24.77,50.04,0,23.5,0
2018/7/1,3:15,0,0,24.59,50.93,0,23.299999,0
2018/7/1,3:30,0,0,24.4,51.88,0,23.200001,0
2018/7/1,3:45,0,0,24.2,52.85,0,22.9,0
2018/7/1,4:00,0,0,24,53.82,0,22.700001,0
2018/7/1,4:15,0,0,23.82,54.71,0,22.799999,0
2018/7/1,4:30,0,0,23.69,55.39,0,22.4,0
2018/7/1,4:45,0,0,23.57,55.92,0,22.5,0
2018/7/1,5:00,0,0,23.4,56.55,0,22.5,0
2018/7/1,5:15,9.72,3.9,23.19,57.42,0,22.5,0
2018/7/1,5:30,31.45,18.64,23.07,58.04,8,23.200001,0.133231
2018/7/1,5:45,72.71,52.25,23.21,57.33,22,23.200001,0.293108
2018/7/1,6:00,103.55,79.22,23.39,57.08,38,23.6,0.495618
2018/7/1,6:15,152.86,123.85,23.93,55.83,56,23.799999,0.719446
2018/7/1,6:30,187.08,155.5,24.51,52.74,75,24,0.996566
2018/7/1,6:45,239.7,204.79,25.02,51.49,94,24.299999,1.3856
2018/7/1,7:00,275.28,238.44,25.72,49.58,136,25.1,1.811938
2018/7/1,7:15,328.89,289.48,26.35,46.6,175,25.4,2.35019
2018/7/1,7:30,364.5,323.58,26.89,45.49,218,25.799999,2.957723
2018/7/1,7:45,417.35,374.34,27.54,44.2,259,26.4,3.575913
2018/7/1,8:00,451.97,407.7,28.32,42.56,300,27,4.199433
2018/7/1,8:15,502.68,456.69,29.08,39.87,355,27.6,4.902892
2018/7/1,8:30,535.52,488.48,29.64,38.93,396,28.299999,5.473119
2018/7/1,8:45,583.03,534.55,30.27,38.01,447,29.4,6.112627
2018/7/1,9:00,613.37,564.01,30.94,36.42,488,29,6.549623
2018/7/1,9:15,656.69,606.13,31.47,35.27,546,29.299999,7.146497
2018/7/1,9:30,683.94,632.64,31.98,34.48,574,30.5,7.578165
2018/7/1,9:45,722.15,669.86,32.46,32.97,612,30.299999,7.967199
2018/7/1,10:00,745.7,692.82,32.85,32.36,660,30.4,8.404196
2018/7/1,10:15,778.1,724.41,33.26,30.86,678,31.299999,8.532097
2018/7/1,10:30,797.59,743.42,33.58,30.17,735,31.799999,9.182263
2018/7/1,10:45,823.52,768.72,33.92,29.03,767,31.9,9.256872
2018/7/1,11:00,838.5,783.33,34.19,27.95,794,32.099998,9.384774
2018/7/1,11:15,857.42,801.8,34.43,27.54,841,32.599998,9.821771
2018/7/1,11:30,867.56,811.7,34.64,27.39,833,32.599998,9.699199
2018/7/1,11:45,879.06,822.94,34.85,27.19,816,32.900002,9.390103
2018/7/1,12:00,884.15,827.91,35.07,26.5,880,33.900002,10.05626
2018/7/1,12:15,887.83,831.51,35.2,26.43,871,33.700001,10.11488
2018/7/1,12:30,887.76,831.44,35.31,26.77,877,33.5,10.00296
2018/7/1,12:45,883.81,827.59,35.42,27.1,857,33.5,10.0456
2018/7/1,13:00,878.67,822.57,35.54,27.32,842,33.900002,9.565968
2018/7/1,13:15,867.27,811.43,35.67,27.25,804,34.299999,9.61926
2018/7/1,13:30,857.21,801.61,35.8,26.8,845,34.5,9.608602
2018/7/1,13:45,838.48,783.33,35.9,26.51,851,33.700001,9.182263
2018/7/1,14:00,823.7,768.9,35.99,26.28,826,34.299999,9.27286
2018/7/1,14:15,798.05,743.88,36.06,26.22,809,34.5,9.155617
2018/7/1,14:30,778.66,724.95,36.12,26.29,761,35.200001,7.764688
2018/7/1,14:45,746.38,693.48,36.16,26.46,664,35.099998,7.855285
