date,time,total irradiance,Direct irradiance,Thermometer shelters,Relative humidity of ground shelters,Total measured radiation,temperature,power
2018/7/1,0:00,0,0,23.39,47.26,0,23.1,0
2018/7/1,0:15,0,0,23.4,47.17,0,22.799999,0
2018/7/1,0:30,0,0,23.44,46.94,0,22.6,0
2018/7/1,0:45,0,0,23.46,46.68,0,22.200001,0
2018/7/1,1:00,0,0,23.36,46.92,0,22,0
2018/7/1,1:15,0,0,23.2,47.5,0,21.700001,0
2018/7/1,1:30,0,0,22.95,48.65,0,22.4,0
2018/7/1,1:45,0,0,22.64,50.12,0,22,0
2018/7/1,2:00,0,0,22.33,51.69,0,21.799999,0
2018/7/1,2:15,0,0,22.06,53.09,0,21.9,0
2018/7/1,2:30,0,0,21.85,54.25,0,22,0
2018/7/1,2:45,0,0,21.67,55.28,0,22,0
2018/7/1,3:00,0,0,21.5,56.13,0,21.9,0
2018/7/1,3:15,0,0,21.36,56.81,0,21.5,0
2018/7/1,3:30,0,0,21.21,57.4,0,21.4,0
2018/7/1,3:45,0,0,21.04,57.98,0,21.200001,0
2018/7/1,4:00,0,0,20.83,58.63,0,21.1,0
2018/7/1,4:15,0,0,20.69,58.94,0,21,0
2018/7/1,4:30,0,0,20.58,59.11,0,21.1,0
2018/7/1,4:45,0,0,20.47,59.24,0,21.1,0
2018/7/1,5:00,0,0,20.39,59.33,0,21.1,0
2018/7/1,5:15,19.39,10.1,20.38,59.55,6,21.1,0
2018/7/1,5:30,42.97,27.79,20.57,59.35,16,21.1,0.2112
2018/7/1,5:45,84.85,63.11,21.12,57.77,35,21.1,0.71544
2018/7/1,6:00,115.42,90.3,21.62,56.85,59,21.4,1.27248
2018/7/1,6:15,163.79,134.53,22.25,55.83,79,21.4,1.82688
2018/7/1,6:30,197.2,165.63,22.55,56.05,100,21.700001,2.4596
2018/7/1,6:45,248.42,213.88,22.87,56.39,136,22.4,3.25864
2018/7/1,7:00,282.98,246.71,23.14,56.57,181,22.299999,4.16636
2018/7/1,7:15,334.93,296.37,23.52,56.29,228,22.799999,5.11896
2018/7/1,7:30,369.38,329.45,23.9,56.16,271,23.4,5.95672
2018/7/1,7:45,420.45,378.67,24.34,55.88,335,23.9,7.204999
2018/7/1,8:00,453.89,410.99,24.7,55.67,397,24.799999,8.612121
2018/7/1,8:15,502.83,458.4,25.09,55.58,467,26.1,9.94092
2018/7/1,8:30,534.54,489.18,25.43,55.68,519,26.299999,11.08624
2018/7/1,8:45,580.48,533.84,25.83,55.52,572,25.799999,12.31648
2018/7/1,9:00,609.88,562.47,26.22,55.11,610,26.4,13.47104
2018/7/1,9:15,651.89,603.46,26.66,54.27,658,26.200001,14.49492
2018/7/1,9:30,678.44,629.33,27.11,53.12,693,26.6,15.279
2018/7/1,9:45,715.72,665.74,27.6,51.6,737,27,16.243919
2018/7/1,10:00,738.75,688.25,28.09,49.33,778,27,16.953199
2018/7/1,10:15,770.43,719.22,28.55,47.15,801,28.1,17.645321
2018/7/1,10:30,789.54,737.92,29.01,45.7,870,27.799999,18.313681
2018/7/1,10:45,814.99,762.81,29.49,44.45,898,28.200001,18.83552
2018/7/1,11:00,829.81,777.33,29.97,43.18,954,28.9,19.45944
2018/7/1,11:15,848.69,795.8,30.45,41.86,1009,28.799999,20.01692
2018/7/1,11:30,858.95,805.87,30.91,40.48,1028,29.799999,20.25452
2018/7/1,11:45,870.72,817.41,31.41,38.85,1057,29.799999,20.59376
2018/7/1,12:00,876.08,822.67,31.94,36.5,1076,29.700001,20.92112
2018/7/1,12:15,880.36,826.87,32.37,34.11,1091,29.9,20.9902
2018/7/1,12:30,880.6,827.1,32.73,33.28,1068,30.1,20.6514
2018/7/1,12:45,876.96,823.55,33.1,32.65,1078,29.9,20.579241
2018/7/1,13:00,871.99,818.68,33.43,31.46,1099,30.799999,20.788679
2018/7/1,13:15,860.68,807.62,33.72,30.91,1103,30.799999,20.46352
2018/7/1,13:30,850.85,797.99,33.99,30.29,1064,31.1,19.99448
2018/7/1,13:45,832.76,780.3,34.24,29.24,1021,31,19.195881
2018/7/1,14:00,818.43,766.27,34.45,28.57,974,31.799999,18.392
2018/7/1,14:15,793.58,741.97,34.62,28.14,928,31.299999,17.59164
2018/7/1,14:30,774.76,723.57,34.81,27.71,930,32.099998,17.74432
2018/7/1,14:45,743.45,692.96,34.97,27.27,887,32,16.931641
2018/7/1,15:00,720.7,670.74,35.15,26.65,842,31.9,16.016439
2018/7/1,15:15,683.94,634.85,35.29,26.01,731,31.9,14.36644
2018/7/1,15:30,657.73,609.28,35.42,25.41,722,32,13.95416
2018/7/1,15:45,615.97,568.57,35.49,25.04,685,32.299999,12.83084
2018/7/1,16:00,586.63,539.99,35.55,24.83,648,32.799999,12.01904
2018/7/1,16:15,540.58,495.21,35.54,24.83,502,32.599998,8.9254
2018/7/1,16:30,508.75,464.31,35.52,24.9,290,32,6.850359
2018/7/1,16:45,459.55,416.62,35.46,25.03,218,32,4.76432
2018/7/1,17:00,425.96,384.13,35.42,25.06,237,31.799999,4.662241
2018/7/1,17:15,374.74,334.73,35.35,25.04,179,32,3.96968
2018/7/1,17:30,340.26,301.59,35.31,24.77,138,31.9,2.8402
2018/7/1,17:45,287.84,251.48,35.23,24.42,137,31.700001,2.91764
2018/7/1,18:00,250.63,216.32,35.12,24.3,120,31.9,2.38744
2018/7/1,18:15,193.04,162.69,34.91,24.6,95,31.700001,1.7336
2018/7/1,18:30,149.2,123.05,34.66,26.05,72,31.5,1.2716
2018/7/1,18:45,94.06,73.94,33.89,30.72,53,31.5,1.0538
2018/7/1,19:00,60.93,45.57,32.97,35.9,30,31.200001,0.5126
2018/7/1,19:15,28.15,18.43,32.24,39.1,18,30.200001,0.2728
2018/7/1,19:30,12.21,6.57,31.5,41.14,5,29.6,0
2018/7/1,19:45,0,0,30.66,42.96,0,29,0
2018/7/1,20:00,0,0,30,44.33,0,28.5,0
2018/7/1,20:15,0,0,29.37,45.6,0,28,0
2018/7/1,20:30,0,0,28.75,46.94,0,28.1,0
2018/7/1,20:45,0,0,28.11,48.55,0,27.9,0
2018/7/1,21:00,0,0,27.55,50.17,0,28.4,0
2018/7/1,21:15,0,0,27.06,51.85,0,27.9,0
2018/7/1,21:30,0,0,26.59,53.63,0,27.9,0
2018/7/1,21:45,0,0,26.12,55.5,0,28,0
2018/7/1,22:00,0,0,25.68,57.2,0,27.5,0
2018/7/1,22:15,0,0,25.33,58.6,0,27.6,0
2018/7/1,22:30,0,0,25.04,59.73,0,28,0
2018/7/1,22:45,0,0,24.73,60.84,0,28,0
2018/7/1,23:00,0,0,24.44,61.87,0,27.6,0
2018/7/1,23:15,0,0,24.16,62.87,0,27.1,0
2018/7/1,23:30,0,0,23.91,63.78,0,26.799999,0
