date,time,total irradiance,Direct irradiance,Thermometer shelters,Relative humidity of ground shelters,Total measured radiation,temperature,power
2018/7/1,0:00,0,0,18.53,60,0,18.4,0
2018/7/1,0:15,0,0,18.61,59.41,0,17.4,0
2018/7/1,0:30,0,0,18.64,59.05,0,16.9,0
2018/7/1,0:45,0,0,18.61,58.9,0,16.4,0
2018/7/1,1:00,0,0,18.54,58.9,0,17.4,0
2018/7/1,1:15,0,0,18.46,58.97,0,18,0
2018/7/1,1:30,0,0,18.4,58.97,0,17.9,0
2018/7/1,1:45,0,0,18.33,59.05,0,16.4,0
2018/7/1,2:00,0,0,18.25,59.13,0,16.9,0
2018/7/1,2:15,0,0,18.2,59.12,0,16.799999,0
2018/7/1,2:30,0,0,18.17,59.04,0,16.799999,0
2018/7/1,2:45,0,0,18.11,59.05,0,16.200001,0
2018/7/1,3:00,0,0,18.04,59.15,0,17.299999,0
2018/7/1,3:15,0,0,17.96,59.27,0,16.700001,0
2018/7/1,3:30,0,0,17.87,59.46,0,17.6,0
2018/7/1,3:45,0,0,17.79,59.61,0,17.6,0
2018/7/1,4:00,0,0,17.68,59.9,0,17.4,0
2018/7/1,4:15,0,0,17.59,60.1,0,17.200001,0
2018/7/1,4:30,0,0,17.51,60.29,0,17.1,0
2018/7/1,4:45,0,0,17.45,60.41,0,17.1,0
2018/7/1,5:00,0,0,17.4,60.46,0,16.799999,0
2018/7/1,5:15,15.51,7.93,17.39,60.7,0.6,16.799999,0.02632
2018/7/1,5:30,39.13,25.59,17.47,60.91,1.8,17.1,0.29484
2018/7/1,5:45,81.8,61.84,17.79,60.94,3.3,17,0.68264
2018/7/1,6:00,113.09,89.91,18.27,60.24,4.9,17.4,1.15556
2018/7/1,6:15,162.64,135.61,18.87,59.04,6.4,18.299999,1.70296
2018/7/1,6:30,196.87,167.72,19.51,58.89,8,18.299999,2.41304
2018/7/1,6:45,249.34,217.5,20.16,55.82,10.2,18.1,3.23596
2018/7/1,7:00,284.76,251.36,20.58,53.58,14.4,18.299999,4.27
2018/7/1,7:15,338.12,302.68,21,52.59,19.200001,18.299999,5.46616
2018/7/1,7:30,373.61,336.95,21.44,51.28,24.299999,18.200001,6.859719
2018/7/1,7:45,426.29,388.01,21.85,49.7,29.200001,19.5,8.3202
2018/7/1,8:00,460.84,421.56,22.28,48.82,35.200001,19.200001,9.945039
2018/7/1,8:15,511.47,470.86,22.72,46.85,41.099998,19.5,11.58976
2018/7/1,8:30,544.24,502.81,23.07,46.05,46.900002,19.9,13.14264
2018/7/1,8:45,591.65,549.11,23.48,45.06,52.400002,20.4,14.6076
2018/7/1,9:00,621.95,578.72,23.85,43.66,57.200001,20.9,16.02132
2018/7/1,9:15,665.15,621,24.19,42.44,62,21.6,17.32724
2018/7/1,9:30,692.37,647.66,24.5,41.85,65.800003,21.200001,18.497919
2018/7/1,9:45,730.68,685.22,24.79,41.31,69.199997,21.9,19.929279
2018/7/1,10:00,754.37,708.46,25.02,40.42,72.699997,21.700001,20.89052
2018/7/1,10:15,786.83,740.3,25.26,39.94,75.199997,22.700001,21.798281
2018/7/1,10:30,806.37,759.47,25.45,39.48,79.900002,23,22.684759
2018/7/1,10:45,832.3,784.91,25.62,39.2,82.199997,23.5,23.44384
2018/7/1,11:00,847.3,799.64,25.75,39.01,84,23,24.173519
2018/7/1,11:15,866.34,818.34,25.88,38.81,46.099998,23.6,15.6408
2018/7/1,11:30,876.65,828.46,25.98,38.61,90.900002,25,25.47916
2018/7/1,11:45,888.53,840.12,26.05,38.43,93.199997,26,25.98148
2018/7/1,12:00,894,845.5,26.12,38.39,91.599998,25.299999,16.640961
2018/7/1,12:15,898.52,849.94,26.21,38.38,97.900002,25.1,25.31732
2018/7/1,12:30,899.1,850.51,26.32,38.23,95.599998,24.700001,25.98428
2018/7/1,12:45,896.27,847.73,26.45,37.89,93.900002,26.1,25.18152
2018/7/1,13:00,891.92,843.45,26.57,37.47,92,26,25.950399
2018/7/1,13:15,881.75,833.47,26.69,37.02,91.099998,26.1,24.173519
2018/7/1,13:30,872.55,824.44,26.82,36.52,89.199997,26.5,25.147921
2018/7/1,13:45,855.12,807.33,26.93,36.04,92.800003,25.4,25.914
2018/7/1,14:00,841.24,793.7,27.04,35.54,81,25.9,24.64168
2018/7/1,14:15,817.09,769.99,27.14,35.06,73.599998,26.6,18.61636
2018/7/1,14:30,798.75,752,27.25,34.6,69.300003,26.5,21.35924
2018/7/1,14:45,767.96,721.79,27.33,34.23,71.900002,25.799999,22.410641
2018/7/1,15:00,745.4,699.66,27.4,34.01,59.5,25.1,20.560961
2018/7/1,15:15,708.68,663.68,27.42,33.95,62.700001,25.6,19.03244
2018/7/1,15:30,682.36,637.9,27.43,33.99,61.400002,25.4,18.620279
2018/7/1,15:45,640.34,596.76,27.4,34.2,52.799999,25.200001,13.81828
2018/7/1,16:00,610.82,567.89,27.37,34.44,40.599998,25.1,11.99268
2018/7/1,16:15,564.44,522.58,27.3,34.76,41.200001,25.200001,12.1884
2018/7/1,16:30,532.28,491.2,27.23,35.07,28.1,24.799999,9.88652
2018/7/1,16:45,482.43,442.61,27.13,35.42,20.9,25.1,8.99836
2018/7/1,17:00,448.31,409.43,27.05,35.68,25.1,25,7.246119
2018/7/1,17:15,396.15,358.81,26.92,36.04,21.4,24.4,6.751919
2018/7/1,17:30,360.92,324.73,26.8,36.37,18.5,24.4,6.40584
2018/7/1,17:45,307.78,273.5,26.62,36.81,14.1,24.200001,4.51948
2018/7/1,18:00,272.32,239.48,26.47,37.19,9.5,23.799999,2.91564
2018/7/1,18:15,219.5,189.13,26.26,37.77,9.3,23.299999,2.84732
2018/7/1,18:30,184.83,156.38,26.03,38.58,4,23.299999,1.10908
2018/7/1,18:45,134.29,109.3,25.62,40.26,4.8,23,1.38516
2018/7/1,19:00,102.04,79.89,25.05,42.87,4.3,22.5,1.22528
2018/7/1,19:15,57,40.32,24.17,46.25,2.6,22.200001,0.71792
2018/7/1,19:30,30.48,18.75,23.63,47.52,1.8,22,0.47208
2018/7/1,19:45,1.68,0.23,23.23,47.66,0,21.799999,0
2018/7/1,20:00,0,0,22.89,48.16,0,21.6,0
2018/7/1,20:15,0,0,22.64,48.52,0,21.6,0
2018/7/1,20:30,0,0,22.46,48.77,0,21.299999,0
2018/7/1,20:45,0,0,22.32,48.97,0,21.200001,0
2018/7/1,21:00,0,0,22.13,49.47,0,21.200001,0
2018/7/1,21:15,0,0,21.84,50.71,0,21,0
2018/7/1,21:30,0,0,21.34,53.61,0,20.799999,0
2018/7/1,21:45,0,0,20.96,56.55,0,20.799999,0
2018/7/1,22:00,0,0,20.44,60.01,0,20.799999,0
2018/7/1,22:15,0,0,19.89,63.38,0,20.6,0
2018/7/1,22:30,0,0,19.41,66.32,0,20.5,0
2018/7/1,22:45,0,0,19.1,68.75,0,20.4,0
2018/7/1,23:00,0,0,18.82,71.08,0,20.6,0
2018/7/1,23:15,0,0,18.54,73.29,0,20.5,0
2018/7/1,23:30,0,0,18.3,75.19,0,20.4,0
2018/7/1,23:45,0,0,18.12,76.54,0,20.299999,0
2018/7/2,0:00,0,0,18.28,72.54,0,20.299999,0
2018/7/2,0:15,0,0,18.12,73.74,0,20.200001,0
2018/7/2,0:30,0,0,17.96,75.02,0,20.1,0
2018/7/2,0:45,0,0,17.8,76.36,0,20.1,0
2018/7/2,1:00,0,0,17.65,77.69,0,19.9,0
2018/7/2,1:15,0,0,17.51,78.96,0,19.700001,0
2018/7/2,1:30,0,0,17.39,80.01,0,19.6,0
2018/7/2,1:45,0,0,17.35,80.62,0,19.6,0
2018/7/2,2:00,0,0,17.3,81.28,0,19.6,0
2018/7/2,2:15,0,0,17.25,81.95,0,19.200001,0
2018/7/2,2:30,0,0,17.19,82.56,0,19.299999,0
2018/7/2,2:45,0,0,17.14,83.1,0,19.1,0
2018/7/2,3:00,0,0,17.08,83.58,0,18.9,0
2018/7/2,3:15,0,0,17.03,83.91,0,19,0
2018/7/2,3:30,0,0,16.98,84.28,0,18.799999,0
2018/7/2,3:45,0,0,16.97,84.48,0,18.799999,0
2018/7/2,4:00,0,0,16.92,84.84,0,18.700001,0
2018/7/2,4:15,0,0,16.8,85.43,0,18.4,0
2018/7/2,4:30,0,0,16.66,86.05,0,18.4,0
2018/7/2,4:45,0,0,16.54,86.57,0,18.1,0
2018/7/2,5:00,0,0,16.43,87.05,0,18,0
2018/7/2,5:15,7.89,3.85,16.37,87.79,0.3,18,0
2018/7/2,5:30,21.48,13.77,16.53,87.94,0.9,18.200001,0
2018/7/2,5:45,48.19,36.09,16.94,87.08,2.6,18.299999,0.44352
2018/7/2,6:00,70.98,56.06,17.43,85.29,4.2,18.4,0.85876
2018/7/2,6:15,108.51,90.08,18.1,83.2,5.7,18.700001,1.61672
2018/7/2,6:30,138.21,117.34,18.69,80.7,9.7,18.799999,2.2722
2018/7/2,6:45,182.73,158.98,19.18,77.92,5.2,19.1,2.01264
2018/7/2,7:00,217.16,191.26,19.64,75.55,17.700001,18.700001,4.195519
2018/7/2,7:15,270.78,241.95,20.12,72.42,16.700001,19.1,4.15856
2018/7/2,7:30,317.67,286.02,20.55,70.07,21.6,19.4,6.76928
