date,time,total irradiance,Direct irradiance,Thermometer shelters,Relative humidity of ground shelters,Total measured radiation,temperature,power
2018/7/1,0:00,0,0,25.34,42.34,0,25.799999,0
2018/7/1,0:15,0,0,25.32,41.91,0,25.1,0
2018/7/1,0:30,0,0,25.26,41.62,0,25.200001,0
2018/7/1,0:45,0,0,25.18,41.38,0,24.9,0
2018/7/1,1:00,0,0,25.09,41.19,0,25.5,0
2018/7/1,1:15,0,0,24.98,41.06,0,24.1,0
2018/7/1,1:30,0,0,24.86,40.94,0,23.9,0
2018/7/1,1:45,0,0,24.76,40.81,0,24.9,0
2018/7/1,2:00,0,0,24.7,40.54,0,24.700001,0
2018/7/1,2:15,0,0,24.74,40.08,0,24.1,0
2018/7/1,2:30,0,0,24.77,39.69,0,24.9,0
2018/7/1,2:45,0,0,24.78,39.42,0,24.799999,0
2018/7/1,3:00,0,0,24.74,39.28,0,25.1,0
2018/7/1,3:15,0,0,24.65,39.31,0,25.299999,0
2018/7/1,3:30,0,0,24.54,39.4,0,25.4,0
2018/7/1,3:45,0,0,24.41,39.55,0,25.6,0
2018/7/1,4:00,0,0,24.31,39.64,0,25.200001,0
2018/7/1,4:15,0,0,24.23,39.71,0,24.700001,0
2018/7/1,4:30,0,0,24.2,39.7,0,24.200001,0
2018/7/1,4:45,0,0,24.18,39.73,0,24.1,0
2018/7/1,5:00,0,0,24.13,39.87,0,24,0
2018/7/1,5:15,5.54,1.73,24.08,40.17,4,23.5,0
2018/7/1,5:30,25.62,14.5,24.17,40.56,15,23.299999,0
2018/7/1,5:45,65.77,46.63,24.54,40.52,30,23.5,1.652568
2018/7/1,6:00,96.2,73.08,24.89,40.72,51,23.5,3.394464
2018/7/1,6:15,145.09,117.21,25.44,40.5,82,24.1,4.823712
2018/7/1,6:30,179.13,148.64,25.98,40.38,118,24.4,6.92292
2018/7/1,6:45,231.48,197.67,26.38,39.68,153,24.5,9.736752
2018/7/1,7:00,266.83,231.11,26.4,40.25,198,24.5,13.17588
2018/7/1,7:15,320.09,281.84,26.53,41.1,245,24.9,17.240299
2018/7/1,7:30,355.57,315.81,26.74,41.97,294,25.4,21.706699
2018/7/1,7:45,408.42,366.63,27.14,42.35,343,26.1,26.48575
2018/7/1,8:00,443.15,400.14,27.63,41.74,389,26.1,31.041479
2018/7/1,8:15,494.08,449.39,28.01,41.16,434,26.5,36.133171
2018/7/1,8:30,527.1,481.4,28.37,40.77,488,26.799999,41.537521
2018/7/1,8:45,575.04,527.93,28.78,40.12,535,27.200001,46.361229
2018/7/1,9:00,605.81,557.84,29.21,39.25,574,27.299999,50.693642
2018/7/1,9:15,649.89,600.76,29.62,38,617,27.6,54.98138
2018/7/1,9:30,677.7,627.85,29.98,37.13,651,28.1,58.956478
