date,time,total irradiance,Direct irradiance,Thermometer shelters,Relative humidity of ground shelters,Total measured radiation,temperature,power
2018/7/1,0:00,0,0,20.62,56.06,0,26.1,0
2018/7/1,0:15,0,0,20.51,56.56,0,25.799999,0
2018/7/1,0:30,0,0,20.44,56.87,0,26,0
2018/7/1,0:45,0,0,20.34,57.26,0,25.4,0
2018/7/1,1:00,0,0,20.23,57.63,0,25.299999,0
2018/7/1,1:15,0,0,20.11,58.02,0,24.5,0
2018/7/1,1:30,0,0,20,58.35,0,24.1,0
2018/7/1,1:45,0,0,19.92,58.58,0,23.700001,0
2018/7/1,2:00,0,0,19.8,58.89,0,23.700001,0
2018/7/1,2:15,0,0,19.69,59.22,0,23.5,0
2018/7/1,2:30,0,0,19.6,59.44,0,22.9,0
2018/7/1,2:45,0,0,19.53,59.58,0,22.9,0
2018/7/1,3:00,0,0,19.47,59.69,0,22.9,0
2018/7/1,3:15,0,0,19.41,59.81,0,23.5,0
2018/7/1,3:30,0,0,19.34,59.93,0,22.700001,0
2018/7/1,3:45,0,0,19.29,60,0,22.4,0
2018/7/1,4:00,0,0,19.25,60.03,0,22.799999,0
2018/7/1,4:15,0,0,19.23,59.97,0,22.799999,0
2018/7/1,4:30,0,0,19.29,59.64,0,22.200001,0
2018/7/1,4:45,0,0,19.36,59.28,0,22,0
2018/7/1,5:00,0,0,19.38,59.1,1.2,21.799999,0
2018/7/1,5:15,5.07,1.62,19.33,59.3,3.6,22.6,0.02841
2018/7/1,5:30,25.37,14.76,19.2,59.83,18.200001,21.9,0.170457
2018/7/1,5:45,66.26,47.86,19.19,60.08,31.5,21.700001,0.369325
2018/7/1,6:00,97.24,74.99,19.15,60.86,42.599998,21.799999,0.582397
2018/7/1,6:15,146.95,120.14,19.4,59.59,99.400002,22.4,0.951721
2018/7/1,6:30,181.53,152.2,19.39,59.26,133.300003,24.200001,1.335251
2018/7/1,6:45,234.74,202.19,19.56,58.52,172.699997,24.200001,1.860828
2018/7/1,7:00,270.75,236.32,19.83,57.28,212.300003,26.299999,2.443225
2018/7/1,7:15,325.08,288.16,20.21,55.64,257.899994,26,3.167669
2018/7/1,7:30,361.31,322.91,20.63,54.02,301.600006,26.700001,3.963138
