date,time,total irradiance,Direct irradiance,Thermometer shelters,Relative humidity of ground shelters,Total measured radiation,temperature,power
2018/7/1,0:00,0,0,23.81,49.13,1,21.5,0
2018/7/1,0:15,0,0,23.67,49.29,1,21.4,0
2018/7/1,0:30,0,0,23.6,49.22,1,21.209999,0
2018/7/1,0:45,0,0,23.51,49.22,1,21.209999,0
2018/7/1,1:00,0,0,23.46,49.04,1,21.209999,0
2018/7/1,1:15,0,0,23.4,48.94,1,21.110001,0
2018/7/1,1:30,0,0,23.3,48.96,1,21.209999,0
2018/7/1,1:45,0,0,23.15,49.15,1,21.209999,0
2018/7/1,2:00,0,0,22.95,49.52,1,21,0
2018/7/1,2:15,0,0,22.8,49.75,1,21,0
2018/7/1,2:30,0,0,22.68,49.88,1,20.809999,0
2018/7/1,2:45,0,0,22.54,50.08,1,20.809999,0
2018/7/1,3:00,0,0,22.32,50.52,1,20.809999,0
2018/7/1,3:15,0,0,22.1,51.09,1,20.610001,0
2018/7/1,3:30,0,0,21.87,51.78,1,20.610001,0
2018/7/1,3:45,0,0,21.69,52.45,1,20.5,0
2018/7/1,4:00,0,0,21.5,53.22,1,20.299999,0
2018/7/1,4:15,0,0,21.32,53.93,1,20.200001,0
2018/7/1,4:30,0,0,21.15,54.56,1,20,0
2018/7/1,4:45,0,0,20.99,55.15,1,20,0
2018/7/1,5:00,0,0,20.82,55.76,1,19.799999,0
2018/7/1,5:15,12.94,5.93,20.77,56.07,1,19.700001,0.056831
2018/7/1,5:30,35.26,21.8,20.95,55.88,1,19.610001,0.227325
2018/7/1,5:45,76.45,55.9,21.5,54.65,1,19.799999,0.440441
2018/7/1,6:00,106.94,82.77,22.19,53.13,1,20,0.696182
2018/7/1,6:15,155.44,126.9,23.15,50.8,1,20.5,1.037169
2018/7/1,6:30,189.02,158.06,24.07,48.33,1,21.309999,1.363948
2018/7/1,6:45,240.61,206.53,24.91,46.22,1,22.209999,1.832805
2018/7/1,7:00,275.48,239.59,25.56,44.57,1,23.9,2.344285
2018/7/1,7:15,328.08,289.78,26.19,43.21,1,26.200001,2.983636
2018/7/1,7:30,363.07,323.35,26.64,42.34,1,26.809999,3.694025
2018/7/1,7:45,415.04,373.38,27.11,41.55,1,26,4.461246
2018/7/1,8:00,449.13,406.29,27.44,41.17,1,26.610001,5.327921
2018/7/1,8:15,499.13,454.67,27.74,41.23,1,27.110001,6.123557
2018/7/1,8:30,531.54,486.1,27.97,41.43,1,27.110001,6.890778
2018/7/1,8:45,578.56,531.78,28.22,41.47,1,27.5,7.657998
2018/7/1,9:00,608.7,561.08,28.46,41.41,1,27.809999,8.425219
2018/7/1,9:15,651.77,603.04,28.77,40.86,1,28.309999,9.064569
2018/7/1,9:30,678.96,629.53,29.11,39.92,1,28.200001,9.661296
2018/7/1,9:45,717.1,666.75,29.43,39,1,28.4,10.22961
2018/7/1,10:00,740.62,689.71,29.74,38.18,1,28.9,10.84054
2018/7/1,10:15,772.9,721.24,30.06,37.59,1,29.200001,11.25257
2018/7/1,10:30,792.33,740.22,30.38,37.03,1,29,11.73563
2018/7/1,10:45,818.22,765.51,30.73,36.32,1,30.309999,11.94875
2018/7/1,11:00,833.31,780.26,31.05,35.62,1,30.110001,12.28974
2018/7/1,11:15,852.62,799.15,31.37,34.81,1,30.610001,12.60231
2018/7/1,11:30,863.26,809.56,31.66,33.91,1,31.700001,12.80122
2018/7/1,11:45,875.75,821.79,31.95,33.06,1,31.700001,12.53127
2018/7/1,12:00,881.61,827.53,32.25,32.18,1,32.110001,13.09958
2018/7/1,12:15,886.6,832.41,32.56,30.88,1,32.5,13.00013
2018/7/1,12:30,887.41,833.22,32.79,29.9,1,33.299999,13.21324
2018/7/1,12:45,884.87,830.74,33.01,29.25,1,33.110001,13.27007
2018/7/1,13:00,880.54,826.5,33.21,28.58,1,33.299999,13.54002
2018/7/1,13:15,870.25,816.46,33.42,28.05,1,33.41,13.19904
2018/7/1,13:30,860.83,807.25,33.61,27.64,1,33.110001,13.19904
2018/7/1,13:45,842.91,789.72,33.76,27.42,1,33.200001,12.88646
2018/7/1,14:00,828.51,775.64,33.91,27.15,1,33.799999,11.43727
2018/7/1,14:15,803.6,751.29,34.06,26.84,1,33.5,11.66459
2018/7/1,14:30,784.99,733.11,34.2,26.56,1,33.200001,11.40885
2018/7/1,14:45,754.08,702.92,34.32,26.28,1,33.41,10.52797
2018/7/1,15:00,731.51,680.89,34.43,26.08,1,33.5,9.959661
2018/7/1,15:15,694.83,645.11,34.5,26,1,33.700001,9.675505
2018/7/1,15:30,668.68,619.61,34.56,25.93,1,33.110001,7.828491
2018/7/1,15:45,627.14,579.15,34.59,25.86,1,33.41,4.958518
2018/7/1,16:00,598.01,550.82,34.62,25.71,1,33.41,7.828491
2018/7/1,16:15,552.28,506.38,34.61,25.57,1,33.200001,5.27109
2018/7/1,16:30,520.56,475.6,34.62,25.42,1,33.610001,6.279842
2018/7/1,16:45,471.26,427.83,34.59,25.38,1,33.299999,3.779272
2018/7/1,17:00,437.4,395.08,34.57,25.34,1,33,1.747558
2018/7/1,17:15,385.47,345,34.5,25.46,1,32.610001,1.974883
2018/7/1,17:30,350.35,311.24,34.44,25.61,1,32.700001,2.344285
2018/7/1,17:45,297.48,260.64,34.31,25.85,1,32.5,1.775974
2018/7/1,18:00,262.28,227.13,34.2,26.12,1,32.5,1.804389
2018/7/1,18:15,209.93,177.68,34.02,26.66,1,32.299999,1.236078
2018/7/1,18:30,175.69,145.67,33.85,27.35,1,32,0.923506
2018/7/1,18:45,125.99,99.94,33.57,28.43,1,31.9,0.83826
2018/7/1,19:00,94.5,71.66,33.21,29.87,22,31.809999,0.454649
2018/7/1,19:15,51.01,34.32,32.47,32.13,8,31.700001,0.170493
2018/7/1,19:30,25.91,14.7,32.06,32.97,6,31.4,0.142078
2018/7/1,19:45,0.29,0,31.56,33.6,0,31.110001,0
2018/7/1,20:00,0,0,31.11,34.49,0,29.9,0
2018/7/1,20:15,0,0,30.72,35.21,0,28.9,0
2018/7/1,20:30,0,0,30.29,36.04,0,28.110001,0
2018/7/1,20:45,0,0,29.31,38.68,0,27.610001,0
2018/7/1,21:00,0,0,28.5,42.33,0,27.200001,0
2018/7/1,21:15,0,0,28.23,44.74,0,26.809999,0
2018/7/1,21:30,0,0,28.09,45.43,0,26.309999,0
2018/7/1,21:45,0,0,27.75,45.99,0,26.110001,0
2018/7/1,22:00,0,0,27.29,46.98,0,25.700001,0
2018/7/1,22:15,0,0,26.83,48.17,0,25.4,0
2018/7/1,22:30,0,0,26.4,49.48,0,25.110001,0
2018/7/1,22:45,0,0,26.03,50.69,0,24.9,0
2018/7/1,23:00,0,0,25.78,51.65,0,24.809999,0
2018/7/1,23:15,0,0,25.63,52.33,0,24.709999,0
2018/7/1,23:30,0,0,25.39,53.72,0,24.610001,0
2018/7/1,23:45,0,0,25.6,54.11,0,24.4,0
2018/7/2,0:00,0,0,24.19,58.3,0,24.4,0
2018/7/2,0:15,0,0,23.97,59.79,0,24.4,0
2018/7/2,0:30,0,0,23.79,61.2,0,24.309999,0
2018/7/2,0:45,0,0,23.57,62.72,0,24.309999,0
2018/7/2,1:00,0,0,23.4,64.01,0,24.309999,0
2018/7/2,1:15,0,0,23.24,65.23,0,24.209999,0
2018/7/2,1:30,0,0,23.04,66.51,0,24.610001,0
2018/7/2,1:45,0,0,22.89,67.59,0,25.9,0
2018/7/2,2:00,0,0,22.71,68.73,0,26.700001,0
2018/7/2,2:15,0,0,22.57,69.68,0,25.309999,0
2018/7/2,2:30,0,0,22.43,70.6,0,24.4,0
2018/7/2,2:45,0,0,22.29,71.5,0,24.209999,0
2018/7/2,3:00,0,0,22.12,72.45,0,24,0
2018/7/2,3:15,0,0,21.95,73.43,0,23.809999,0
2018/7/2,3:30,0,0,21.81,74.24,0,23.709999,0
2018/7/2,3:45,0,0,21.72,74.88,0,23.5,0
2018/7/2,4:00,0,0,21.63,75.54,0,23.4,0
2018/7/2,4:15,0,0,21.52,76.31,0,23.209999,0
2018/7/2,4:30,0,0,21.41,77.03,0,23.110001,0
2018/7/2,4:45,0,0,21.32,77.68,0,23,0
2018/7/2,5:00,0,0,21.24,78.28,0,22.809999,0
2018/7/2,5:15,8.08,3.47,21.27,78.31,2,22.809999,0.014208
2018/7/2,5:30,22.75,13.7,21.52,77.5,10,22.809999,0.170493
2018/7/2,5:45,49.99,36.1,22.05,75.56,20,23,0.426234
2018/7/2,6:00,70.27,53.92,22.72,73.3,33,23.309999,0.724597
2018/7/2,6:15,103.28,83.84,23.62,70.34,46,23.9,1.079792
2018/7/2,6:30,127.58,106.2,24.19,68.7,59,24.809999,1.449194
2018/7/2,6:45,166.87,142.76,24.69,67.61,79,25.4,1.918051
2018/7/2,7:00,199.15,172.71,25.06,67.04,112,25.9,2.671064
2018/7/2,7:15,251.46,221.58,25.41,66,111,26.110001,2.798934
2018/7/2,7:30,297.85,264.7,25.74,64.93,136,26.309999,3.438285
2018/7/2,7:45,364,326.86,26.12,63.77,167,26.700001,4.347583
2018/7/2,8:00,415.59,375.32,26.49,62.66,191,27.200001,4.930103
2018/7/2,8:15,478.47,435.24,26.9,61.19,223,27.809999,5.668908
2018/7/2,8:30,518.53,473.61,27.33,58.83,225,27.809999,6.180388
2018/7/2,8:45,568.22,521.7,27.8,55.27,206,28.309999,5.157427
2018/7/2,9:00,598.84,551.45,28.18,53.38,263,28.4,6.009894
2018/7/2,9:15,641.78,593.26,28.58,52.09,289,29.4,7.047063
2018/7/2,9:30,668.87,619.65,28.97,50.95,462,29.610001,6.919193
2018/7/2,9:45,706.92,656.79,29.38,49.51,481,30.110001,8.9367
2018/7/2,10:00,730.49,679.81,29.82,47.4,546,30,10.4001
2018/7/2,10:15,762.99,711.55,30.23,44.74,577,30.5,9.604465
2018/7/2,10:30,782.6,730.72,30.6,43.71,615,30.809999,11.26678
2018/7/2,10:45,808.88,756.4,30.96,42.6,655,31.200001,11.70722
2018/7/2,11:00,824.13,771.3,31.34,40.54,684,30.809999,12.41761
2018/7/2,11:15,843.11,789.9,31.65,39.3,701,31.700001,9.291894
